# Wave	Vel	NormFlux	NormErr	Flux	Error	Continuum
1185.4362	13483.43	1.0396	0.0990	8.5612e-15	8.1519e-16	8.2353e-15
1185.4661	13491.33	0.9182	0.0932	7.5576e-15	7.6683e-16	8.2310e-15
1185.4960	13499.24	1.0521	0.0999	8.6551e-15	8.2190e-16	8.2267e-15
1185.5259	13507.14	0.9775	0.0961	8.0372e-15	7.8984e-16	8.2224e-15
1185.5558	13515.04	0.8337	0.0887	6.8513e-15	7.2882e-16	8.2181e-15
1185.5857	13522.95	0.9061	0.0924	7.4427e-15	7.5926e-16	8.2137e-15
1185.6157	13530.85	1.0126	0.0976	8.3123e-15	8.0128e-16	8.2093e-15
1185.6456	13538.76	0.9400	0.0943	7.7122e-15	7.7343e-16	8.2049e-15
1185.6755	13546.66	0.9640	0.0954	7.9049e-15	7.8227e-16	8.2004e-15
1185.7054	13554.57	0.8970	0.0921	7.3514e-15	7.5463e-16	8.1959e-15
1185.7353	13562.47	1.0320	0.0986	8.4533e-15	8.0753e-16	8.1914e-15
1185.7652	13570.38	0.9162	0.0941	7.5007e-15	7.7053e-16	8.1869e-15
1185.7951	13578.28	1.0439	0.0993	8.5414e-15	8.1216e-16	8.1824e-15
1185.8250	13586.18	0.9223	0.0941	7.5427e-15	7.6920e-16	8.1778e-15
1185.8549	13594.09	1.0542	0.0995	8.6165e-15	8.1354e-16	8.1732e-15
1185.8848	13601.99	0.9454	0.0945	7.7224e-15	7.7219e-16	8.1686e-15
1185.9148	13609.90	0.9736	0.0965	7.9482e-15	7.8768e-16	8.1640e-15
1185.9447	13617.80	0.6947	0.0813	5.6684e-15	6.6368e-16	8.1594e-15
1185.9746	13625.71	0.8729	0.0907	7.1181e-15	7.3987e-16	8.1547e-15
1186.0045	13633.61	0.9138	0.0935	7.4473e-15	7.6206e-16	8.1500e-15
1186.0344	13641.51	0.6539	0.0792	5.3263e-15	6.4482e-16	8.1453e-15
1186.0643	13649.42	0.6292	0.0774	5.1217e-15	6.3022e-16	8.1405e-15
1186.0942	13657.32	0.4701	0.0670	3.8247e-15	5.4519e-16	8.1358e-15
1186.1241	13665.23	0.3864	0.0640	3.1421e-15	5.2024e-16	8.1310e-15
1186.1540	13673.13	0.3441	0.0578	2.7963e-15	4.7008e-16	8.1262e-15
1186.1840	13681.04	0.2502	0.0496	2.0323e-15	4.0307e-16	8.1214e-15
1186.2139	13688.94	0.2260	0.0482	1.8347e-15	3.9145e-16	8.1165e-15
1186.2438	13696.84	0.1300	0.0380	1.0545e-15	3.0861e-16	8.1117e-15
1186.2737	13704.75	0.0761	0.0301	6.1653e-16	2.4380e-16	8.1068e-15
1186.3036	13712.65	0.0362	0.0215	2.9320e-16	1.7406e-16	8.1019e-15
1186.3335	13720.56	0.0185	0.0172	1.5012e-16	1.3932e-16	8.0970e-15
1186.3634	13728.46	0.0207	0.0180	1.6768e-16	1.4566e-16	8.0920e-15
1186.3933	13736.37	0.0247	0.0192	1.9982e-16	1.5556e-16	8.0871e-15
1186.4232	13744.27	0.0219	0.0221	1.7684e-16	1.7887e-16	8.0821e-15
1186.4531	13752.17	0.0116	0.0153	9.3946e-17	1.2318e-16	8.0771e-15
1186.4831	13760.08	0.0255	0.0197	2.0614e-16	1.5911e-16	8.0721e-15
1186.5130	13767.98	0.0139	0.0164	1.1250e-16	1.3230e-16	8.0671e-15
1186.5429	13775.89	-0.0054	0.0086	-4.3853e-17	6.9731e-17	8.0620e-15
1186.5728	13783.79	-0.0016	0.0123	-1.3215e-17	9.9295e-17	8.0569e-15
1186.6027	13791.70	0.0039	0.0144	3.1120e-17	1.1579e-16	8.0519e-15
1186.6326	13799.60	0.0123	0.0155	9.8678e-17	1.2501e-16	8.0467e-15
1186.6625	13807.51	0.0026	0.0134	2.0896e-17	1.0759e-16	8.0416e-15
1186.6924	13815.41	0.0010	0.0123	7.9734e-18	9.9149e-17	8.0365e-15
1186.7223	13823.31	0.0034	0.0140	2.7000e-17	1.1276e-16	8.0313e-15
1186.7522	13831.22	-0.0037	0.0102	-2.9303e-17	8.1803e-17	8.0261e-15
1186.7822	13839.12	-0.0026	0.0111	-2.0967e-17	8.8665e-17	8.0209e-15
1186.8121	13847.03	-0.0027	0.0102	-2.1397e-17	8.1441e-17	8.0157e-15
1186.8420	13854.93	0.0221	0.0186	1.7665e-16	1.4872e-16	8.0105e-15
1186.8719	13862.84	-0.0062	0.0087	-4.9371e-17	6.9437e-17	8.0053e-15
1186.9018	13870.74	-0.0043	0.0102	-3.4486e-17	8.1663e-17	8.0000e-15
1186.9317	13878.64	-0.0001	0.0185	-8.8862e-19	1.4771e-16	7.9947e-15
1186.9616	13886.55	0.0016	0.0122	1.3068e-17	9.7558e-17	7.9894e-15
1186.9915	13894.45	0.0062	0.0140	4.9514e-17	1.1181e-16	7.9841e-15
1187.0214	13902.36	-0.0058	0.0087	-4.6616e-17	6.9327e-17	7.9788e-15
1187.0513	13910.26	0.0007	0.0125	5.2053e-18	9.9354e-17	7.9734e-15
1187.0812	13918.17	-0.0017	0.0124	-1.3621e-17	9.8661e-17	7.9681e-15
1187.1112	13926.07	-0.0057	0.0087	-4.5607e-17	6.9263e-17	7.9627e-15
1187.1411	13933.97	0.0295	0.0201	2.3505e-16	1.6008e-16	7.9573e-15
1187.1710	13941.88	0.0311	0.0212	2.4738e-16	1.6896e-16	7.9519e-15
1187.2009	13949.78	-0.0007	0.0144	-5.8618e-18	1.1458e-16	7.9465e-15
1187.2308	13957.69	0.0002	0.0129	1.7679e-18	1.0216e-16	7.9411e-15
1187.2607	13965.59	0.0126	0.0160	9.9606e-17	1.2674e-16	7.9356e-15
1187.2906	13973.50	0.0096	0.0160	7.6395e-17	1.2684e-16	7.9301e-15
1187.3205	13981.40	0.0330	0.0249	2.6188e-16	1.9747e-16	7.9247e-15
1187.3504	13989.30	0.0223	0.0194	1.7689e-16	1.5397e-16	7.9192e-15
1187.3803	13997.21	0.0235	0.0190	1.8584e-16	1.5028e-16	7.9137e-15
1187.4103	14005.11	0.0954	0.0327	7.5412e-16	2.5876e-16	7.9081e-15
1187.4402	14013.02	0.1418	0.0389	1.1206e-15	3.0753e-16	7.9026e-15
1187.4701	14020.92	0.2140	0.0482	1.6903e-15	3.8043e-16	7.8971e-15
1187.5000	14028.83	0.4377	0.0686	3.4542e-15	5.4158e-16	7.8915e-15
1187.5299	14036.73	0.5851	0.0753	4.6138e-15	5.9355e-16	7.8859e-15
1187.5598	14044.64	0.6696	0.0803	5.2769e-15	6.3308e-16	7.8803e-15
1187.5897	14052.54	0.8249	0.0894	6.4955e-15	7.0407e-16	7.8747e-15
1187.6196	14060.44	0.8081	0.0890	6.3589e-15	7.0042e-16	7.8691e-15
1187.6495	14068.35	0.8035	0.0889	6.3186e-15	6.9926e-16	7.8635e-15
1187.6795	14076.25	1.0869	0.1021	8.5410e-15	8.0228e-16	7.8579e-15
1187.7094	14084.16	0.9826	0.0974	7.7159e-15	7.6461e-16	7.8522e-15
1187.7393	14092.06	0.7502	0.0851	5.8864e-15	6.6790e-16	7.8465e-15
1187.7692	14099.97	0.7840	0.0877	6.1471e-15	6.8779e-16	7.8409e-15
1187.7991	14107.87	0.6812	0.0813	5.3376e-15	6.3686e-16	7.8352e-15
1187.8290	14115.77	0.6591	0.0799	5.1606e-15	6.2573e-16	7.8295e-15
1187.8589	14123.68	0.5175	0.0714	4.0489e-15	5.5838e-16	7.8238e-15
1187.8888	14131.58	0.5942	0.0760	4.6455e-15	5.9411e-16	7.8180e-15
1187.9187	14139.49	0.5209	0.0732	4.0697e-15	5.7170e-16	7.8123e-15
1187.9486	14147.39	0.5355	0.0735	4.1801e-15	5.7376e-16	7.8066e-15
1187.9786	14155.30	0.5770	0.0750	4.5015e-15	5.8481e-16	7.8008e-15
1188.0085	14163.20	0.6242	0.0783	4.8659e-15	6.1071e-16	7.7951e-15
1188.0384	14171.10	0.6387	0.0798	4.9749e-15	6.2154e-16	7.7893e-15
1188.0683	14179.01	0.6666	0.0805	5.1881e-15	6.2637e-16	7.7835e-15
1188.0982	14186.91	0.7077	0.0829	5.5043e-15	6.4497e-16	7.7777e-15
1188.1281	14194.82	0.6620	0.0807	5.1453e-15	6.2687e-16	7.7719e-15
1188.1580	14202.72	0.6342	0.0790	4.9252e-15	6.1351e-16	7.7661e-15
1188.1879	14210.63	0.5528	0.0737	4.2901e-15	5.7165e-16	7.7602e-15
1188.2178	14218.53	0.6294	0.0793	4.8806e-15	6.1480e-16	7.7544e-15
1188.2477	14226.43	0.6884	0.0822	5.3343e-15	6.3671e-16	7.7486e-15
1188.2776	14234.34	0.6644	0.0805	5.1441e-15	6.2354e-16	7.7427e-15
1188.3076	14242.24	0.4862	0.0692	3.7613e-15	5.3569e-16	7.7369e-15
1188.3375	14250.15	0.3755	0.0623	2.9027e-15	4.8145e-16	7.7310e-15
1188.3674	14258.05	0.4331	0.0655	3.3455e-15	5.0607e-16	7.7251e-15
1188.3973	14265.96	0.6135	0.0781	4.7360e-15	6.0266e-16	7.7192e-15
1188.4272	14273.86	0.7838	0.0876	6.0456e-15	6.7591e-16	7.7133e-15
1188.4571	14281.77	0.8884	0.0938	6.8473e-15	7.2314e-16	7.7074e-15
1188.4870	14289.67	0.8350	0.0905	6.4306e-15	6.9688e-16	7.7015e-15
1188.5169	14297.57	0.7536	0.0861	5.7991e-15	6.6246e-16	7.6956e-15
1188.5468	14305.48	0.9404	0.0956	7.2315e-15	7.3543e-16	7.6896e-15
1188.5767	14313.38	1.0555	0.1016	8.1103e-15	7.8061e-16	7.6837e-15
1188.6067	14321.29	0.9429	0.0960	7.2393e-15	7.3678e-16	7.6778e-15
1188.6366	14329.19	0.9993	0.0990	7.6666e-15	7.5980e-16	7.6718e-15
1188.6665	14337.10	0.9451	0.0968	7.2452e-15	7.4221e-16	7.6659e-15
1188.6964	14345.00	1.0796	0.1034	8.2695e-15	7.9220e-16	7.6599e-15
1188.7263	14352.90	1.0058	0.0991	7.6985e-15	7.5842e-16	7.6539e-15
1188.7562	14360.81	0.8747	0.0941	6.6893e-15	7.1940e-16	7.6479e-15
1188.7861	14368.71	0.7997	0.0885	6.1111e-15	6.7630e-16	7.6419e-15
1188.8160	14376.62	0.9308	0.0954	7.1076e-15	7.2865e-16	7.6360e-15
1188.8459	14384.52	0.9747	0.0976	7.4372e-15	7.4478e-16	7.6300e-15
1188.8758	14392.43	1.0231	0.1000	7.8002e-15	7.6256e-16	7.6240e-15
1188.9058	14400.33	1.0094	0.0994	7.6892e-15	7.5686e-16	7.6179e-15
1188.9357	14408.23	0.9668	0.0975	7.3590e-15	7.4203e-16	7.6119e-15
1188.9656	14416.14	1.0648	0.1022	8.0990e-15	7.7714e-16	7.6059e-15
1188.9955	14424.04	0.9640	0.0973	7.3259e-15	7.3927e-16	7.5999e-15
1189.0254	14431.95	0.8991	0.0947	6.8273e-15	7.1930e-16	7.5939e-15
1189.0553	14439.85	0.8718	0.0932	6.6148e-15	7.0730e-16	7.5878e-15
1189.0852	14447.76	1.0554	0.1019	8.0020e-15	7.7239e-16	7.5818e-15
1189.1151	14455.66	1.0452	0.1017	7.9184e-15	7.7074e-16	7.5757e-15
1189.1450	14463.56	0.8756	0.0946	6.6279e-15	7.1613e-16	7.5697e-15
1189.1750	14471.47	0.9994	0.0996	7.5588e-15	7.5359e-16	7.5636e-15
1189.2049	14479.37	0.9382	0.0961	7.0907e-15	7.2663e-16	7.5576e-15
1189.2348	14487.28	1.1206	0.1050	8.4621e-15	7.9300e-16	7.5515e-15
1189.2647	14495.18	0.9607	0.0976	7.2486e-15	7.3679e-16	7.5454e-15
1189.2946	14503.09	1.0498	0.1016	7.9146e-15	7.6634e-16	7.5393e-15
1189.3245	14510.99	1.0237	0.1005	7.7114e-15	7.5721e-16	7.5331e-15
1189.3544	14518.90	1.0963	0.1039	8.2519e-15	7.8238e-16	7.5269e-15
1189.3843	14526.80	0.9758	0.0984	7.3386e-15	7.3965e-16	7.5206e-15
1189.4142	14534.70	0.9814	0.0986	7.3745e-15	7.4122e-16	7.5142e-15
1189.4441	14542.61	1.2254	0.1101	9.2000e-15	8.2644e-16	7.5077e-15
1189.4741	14550.51	1.0516	0.1018	7.8885e-15	7.6383e-16	7.5012e-15
1189.5040	14558.42	0.9512	0.0971	7.1288e-15	7.2743e-16	7.4947e-15
1189.5339	14566.32	1.0920	0.1038	8.1771e-15	7.7710e-16	7.4880e-15
1189.5638	14574.23	1.0665	0.1029	7.9789e-15	7.6998e-16	7.4813e-15
1189.5937	14582.13	1.0682	0.1027	7.9846e-15	7.6783e-16	7.4746e-15
1189.6236	14590.03	0.9427	0.0967	7.0396e-15	7.2191e-16	7.4677e-15
1189.6535	14597.94	1.1072	0.1046	8.2609e-15	7.8056e-16	7.4608e-15
1189.6834	14605.84	0.9106	0.0960	6.7871e-15	7.1565e-16	7.4539e-15
1189.7133	14613.75	0.9712	0.0982	7.2326e-15	7.3095e-16	7.4469e-15
1189.7432	14621.65	1.0205	0.1006	7.5926e-15	7.4832e-16	7.4398e-15
1189.7731	14629.56	0.8468	0.0959	6.2939e-15	7.1282e-16	7.4327e-15
1189.8031	14637.46	0.9149	0.0960	6.7936e-15	7.1322e-16	7.4255e-15
1189.8330	14645.36	1.1005	0.1046	8.1641e-15	7.7571e-16	7.4183e-15
1189.8629	14653.27	0.9779	0.0986	7.2473e-15	7.3074e-16	7.4110e-15
1189.8928	14661.17	1.0912	0.1042	8.0790e-15	7.7113e-16	7.4036e-15
1189.9227	14669.08	0.9775	0.0995	7.2296e-15	7.3569e-16	7.3962e-15
1189.9526	14676.98	0.9293	0.0965	6.8662e-15	7.1313e-16	7.3887e-15
1189.9825	14684.89	0.8825	0.0941	6.5138e-15	6.9444e-16	7.3812e-15
1190.0124	14692.79	0.8347	0.0914	6.1550e-15	6.7393e-16	7.3736e-15
1190.0423	14700.69	0.7138	0.0847	5.2582e-15	6.2410e-16	7.3660e-15
1190.0722	14708.60	0.6346	0.0800	4.6693e-15	5.8855e-16	7.3583e-15
1190.1022	14716.50	0.6873	0.0834	5.0520e-15	6.1291e-16	7.3506e-15
1190.1321	14724.41	0.5783	0.0767	4.2465e-15	5.6286e-16	7.3428e-15
1190.1620	14732.31	0.4555	0.0686	3.3413e-15	5.0332e-16	7.3349e-15
1190.1919	14740.22	0.3156	0.0572	2.3124e-15	4.1898e-16	7.3271e-15
1190.2218	14748.12	0.1897	0.0450	1.3886e-15	3.2969e-16	7.3191e-15
1190.2517	14756.03	0.1526	0.0408	1.1160e-15	2.9832e-16	7.3111e-15
1190.2816	14763.93	0.0674	0.0289	4.9216e-16	2.1090e-16	7.3031e-15
1190.3115	14771.83	0.0394	0.0306	2.8739e-16	2.2302e-16	7.2950e-15
1190.3414	14779.74	0.0539	0.0280	3.9278e-16	2.0434e-16	7.2868e-15
1190.3713	14787.64	0.0231	0.0205	1.6813e-16	1.4912e-16	7.2787e-15
1190.4013	14795.55	0.0504	0.0256	3.6647e-16	1.8627e-16	7.2704e-15
1190.4312	14803.45	0.0495	0.0256	3.5957e-16	1.8606e-16	7.2621e-15
1190.4611	14811.36	0.0328	0.0225	2.3828e-16	1.6320e-16	7.2538e-15
1190.4910	14819.26	0.0279	0.0217	2.0241e-16	1.5753e-16	7.2454e-15
1190.5209	14827.16	0.0507	0.0257	3.6662e-16	1.8605e-16	7.2370e-15
1190.5508	14835.07	0.0535	0.0264	3.8691e-16	1.9071e-16	7.2286e-15
1190.5807	14842.97	0.1549	0.0418	1.1185e-15	3.0200e-16	7.2201e-15
1190.6106	14850.88	0.1005	0.0343	7.2456e-16	2.4720e-16	7.2115e-15
1190.6405	14858.78	0.1168	0.0374	8.4120e-16	2.6935e-16	7.2029e-15
1190.6705	14866.69	0.1427	0.0398	1.0269e-15	2.8653e-16	7.1943e-15
1190.7004	14874.59	0.2312	0.0498	1.6613e-15	3.5802e-16	7.1856e-15
1190.7303	14882.49	0.3710	0.0650	2.6626e-15	4.6671e-16	7.1769e-15
1190.7602	14890.40	0.4527	0.0686	3.2449e-15	4.9175e-16	7.1682e-15
1190.7901	14898.30	0.6790	0.0837	4.8612e-15	5.9900e-16	7.1594e-15
1190.8200	14906.21	0.7045	0.0862	5.0374e-15	6.1666e-16	7.1505e-15
1190.8499	14914.11	0.7564	0.0884	5.4019e-15	6.3112e-16	7.1417e-15
1190.8798	14922.02	0.6215	0.0811	4.4332e-15	5.7847e-16	7.1328e-15
1190.9097	14929.92	0.6360	0.0816	4.5307e-15	5.8133e-16	7.1238e-15
1190.9396	14937.82	0.7955	0.0905	5.6602e-15	6.4372e-16	7.1148e-15
1190.9696	14945.73	0.9685	0.1000	6.8816e-15	7.1054e-16	7.1058e-15
1190.9995	14953.63	1.0571	0.1041	7.5023e-15	7.3903e-16	7.0968e-15
1191.0294	14961.54	1.0381	0.1035	7.3578e-15	7.3330e-16	7.0877e-15
1191.0593	14969.44	0.8431	0.0933	5.9676e-15	6.6016e-16	7.0786e-15
1191.0892	14977.35	1.0072	0.1018	7.1201e-15	7.1986e-16	7.0694e-15
1191.1191	14985.25	1.1156	0.1078	7.8764e-15	7.6120e-16	7.0602e-15
1191.1490	14993.15	0.9630	0.0997	6.7901e-15	7.0324e-16	7.0510e-15
1191.1789	15001.06	1.0984	0.1066	7.7343e-15	7.5096e-16	7.0417e-15
1191.2088	15008.96	1.1199	0.1078	7.8755e-15	7.5791e-16	7.0324e-15
1191.2387	15016.87	0.9091	0.0991	6.3847e-15	6.9623e-16	7.0231e-15
1191.2686	15024.77	0.9878	0.1016	6.9279e-15	7.1293e-16	7.0138e-15
1191.2986	15032.68	1.0777	0.1057	7.5484e-15	7.4003e-16	7.0044e-15
1191.3285	15040.58	1.0288	0.1040	7.1966e-15	7.2722e-16	6.9950e-15
1191.3584	15048.49	1.1116	0.1085	7.7652e-15	7.5821e-16	6.9855e-15
1191.3883	15056.39	0.9150	0.0977	6.3828e-15	6.8155e-16	6.9761e-15
1191.4182	15064.29	0.9684	0.1014	6.7467e-15	7.0654e-16	6.9666e-15
1191.4481	15072.20	0.9921	0.1017	6.9021e-15	7.0767e-16	6.9571e-15
1191.4780	15080.10	1.0296	0.1036	7.1529e-15	7.2002e-16	6.9475e-15
1191.5079	15088.01	1.1331	0.1087	7.8612e-15	7.5428e-16	6.9380e-15
1191.5378	15095.91	1.1988	0.1120	8.3058e-15	7.7588e-16	6.9284e-15
1191.5677	15103.82	0.9054	0.0976	6.2642e-15	6.7504e-16	6.9187e-15
1191.5977	15111.72	1.0000	0.1031	6.9087e-15	7.1220e-16	6.9091e-15
1191.6276	15119.62	0.9720	0.1017	6.7060e-15	7.0193e-16	6.8994e-15
1191.6575	15127.53	0.8295	0.0939	5.7150e-15	6.4719e-16	6.8897e-15
1191.6874	15135.43	0.9463	0.0999	6.5105e-15	6.8713e-16	6.8800e-15
1191.7173	15143.34	1.2707	0.1155	8.7301e-15	7.9327e-16	6.8703e-15
1191.7472	15151.24	0.9811	0.1022	6.7308e-15	7.0143e-16	6.8605e-15
1191.7771	15159.15	1.1109	0.1087	7.6104e-15	7.4484e-16	6.8507e-15
1191.8070	15167.05	1.0889	0.1075	7.4489e-15	7.3569e-16	6.8409e-15
1191.8369	15174.95	0.9633	0.1009	6.5805e-15	6.8953e-16	6.8311e-15
1191.8668	15182.86	1.0210	0.1046	6.9647e-15	7.1353e-16	6.8213e-15
1191.8968	15190.76	1.0855	0.1074	7.3935e-15	7.3170e-16	6.8114e-15
1191.9267	15198.67	0.9941	0.1027	6.7612e-15	6.9839e-16	6.8015e-15
1191.9566	15206.57	0.8628	0.0960	5.8598e-15	6.5174e-16	6.7916e-15
1191.9865	15214.48	0.9629	0.1012	6.5303e-15	6.8649e-16	6.7817e-15
1192.0164	15222.38	0.8771	0.0967	5.9397e-15	6.5499e-16	6.7718e-15
1192.0463	15230.28	0.9125	0.0991	6.1705e-15	6.7040e-16	6.7619e-15
1192.0762	15238.19	0.9615	0.1028	6.4917e-15	6.9432e-16	6.7519e-15
1192.1061	15246.09	0.9757	0.1024	6.5783e-15	6.9053e-16	6.7419e-15
1192.1360	15254.00	1.0258	0.1048	6.9058e-15	7.0557e-16	6.7320e-15
1192.1660	15261.90	1.1688	0.1120	7.8564e-15	7.5260e-16	6.7220e-15
1192.1959	15269.81	1.2021	0.1135	8.0688e-15	7.6177e-16	6.7120e-15
1192.2258	15277.71	1.1053	0.1093	7.4077e-15	7.3237e-16	6.7019e-15
1192.2557	15285.62	1.0341	0.1054	6.9203e-15	7.0558e-16	6.6919e-15
1192.2856	15293.52	0.9246	0.0999	6.1783e-15	6.6736e-16	6.6818e-15
1192.3155	15301.42	1.0657	0.1074	7.1101e-15	7.1625e-16	6.6718e-15
1192.3454	15309.33	1.1976	0.1146	7.9782e-15	7.6322e-16	6.6617e-15
1192.3753	15317.23	1.0205	0.1050	6.7881e-15	6.9829e-16	6.6516e-15
1192.4052	15325.14	0.9615	0.1027	6.3856e-15	6.8201e-16	6.6416e-15
1192.4351	15333.04	1.0311	0.1063	6.8378e-15	7.0506e-16	6.6315e-15
1192.4651	15340.95	1.1336	0.1115	7.5058e-15	7.3848e-16	6.6214e-15
1192.4950	15348.85	0.9870	0.1035	6.5256e-15	6.8449e-16	6.6113e-15
1192.5249	15356.75	1.1621	0.1126	7.6712e-15	7.4334e-16	6.6011e-15
1192.5548	15364.66	0.9574	0.1022	6.3106e-15	6.7375e-16	6.5910e-15
1192.5847	15372.56	0.7769	0.0926	5.1128e-15	6.0935e-16	6.5809e-15
1192.6146	15380.47	0.6612	0.0856	4.3447e-15	5.6247e-16	6.5708e-15
1192.6445	15388.37	0.7179	0.0890	4.7096e-15	5.8358e-16	6.5606e-15
1192.6744	15396.28	0.7100	0.0897	4.6512e-15	5.8731e-16	6.5505e-15
1192.7043	15404.18	0.4822	0.0736	3.1540e-15	4.8126e-16	6.5404e-15
1192.7342	15412.08	0.3635	0.0641	2.3735e-15	4.1885e-16	6.5302e-15
1192.7641	15419.99	0.2646	0.0554	1.7255e-15	3.6140e-16	6.5201e-15
1192.7941	15427.89	0.2418	0.0545	1.5740e-15	3.5491e-16	6.5099e-15
1192.8240	15435.80	0.1189	0.0391	7.7259e-16	2.5430e-16	6.4998e-15
1192.8539	15443.70	0.1150	0.0367	7.4654e-16	2.3789e-16	6.4896e-15
1192.8838	15451.61	0.0380	0.0252	2.4599e-16	1.6328e-16	6.4795e-15
1192.9137	15459.51	0.0074	0.0221	4.7957e-17	1.4329e-16	6.4693e-15
1192.9436	15467.41	-0.0027	0.0129	-1.7128e-17	8.3106e-17	6.4592e-15
1192.9735	15475.32	0.0360	0.0242	2.3210e-16	1.5632e-16	6.4490e-15
1193.0034	15483.22	0.0004	0.0179	2.4924e-18	1.1502e-16	6.4389e-15
1193.0333	15491.13	-0.0005	0.0141	-3.1982e-18	9.0709e-17	6.4288e-15
1193.0632	15499.03	0.0211	0.0218	1.3538e-16	1.3992e-16	6.4186e-15
1193.0932	15506.94	0.0134	0.0219	8.5581e-17	1.4029e-16	6.4085e-15
1193.1231	15514.84	0.0072	0.0168	4.6120e-17	1.0739e-16	6.3984e-15
1193.1530	15522.75	0.0123	0.0182	7.8777e-17	1.1646e-16	6.3882e-15
1193.1829	15530.65	-0.0003	0.0143	-1.9851e-18	9.0928e-17	6.3781e-15
1193.2128	15538.55	-0.0023	0.0145	-1.4479e-17	9.2192e-17	6.3680e-15
1193.2427	15546.46	0.0002	0.0158	1.5223e-18	1.0018e-16	6.3579e-15
1193.2726	15554.36	0.0180	0.0199	1.1422e-16	1.2640e-16	6.3478e-15
1193.3025	15562.27	-0.0033	0.0129	-2.1187e-17	8.1632e-17	6.3377e-15
1193.3324	15570.17	0.0180	0.0200	1.1415e-16	1.2630e-16	6.3277e-15
1193.3624	15578.08	-0.0016	0.0134	-1.0282e-17	8.4359e-17	6.3176e-15
1193.3923	15585.98	0.0010	0.0156	6.5254e-18	9.8133e-17	6.3075e-15
1193.4222	15593.88	0.0228	0.0215	1.4367e-16	1.3535e-16	6.2975e-15
1193.4521	15601.79	0.0039	0.0179	2.4535e-17	1.1259e-16	6.2875e-15
1193.4820	15609.69	0.0002	0.0157	1.5261e-18	9.8330e-17	6.2774e-15
1193.5119	15617.60	0.0054	0.0160	3.3948e-17	1.0039e-16	6.2674e-15
1193.5418	15625.50	0.0077	0.0166	4.8313e-17	1.0363e-16	6.2574e-15
1193.5717	15633.41	0.0022	0.0177	1.3640e-17	1.1084e-16	6.2474e-15
1193.6016	15641.31	0.0070	0.0208	4.3362e-17	1.2955e-16	6.2375e-15
1193.6315	15649.21	0.0008	0.0150	4.9048e-18	9.3244e-17	6.2275e-15
1193.6615	15657.12	-0.0029	0.0124	-1.8020e-17	7.7222e-17	6.2176e-15
1193.6914	15665.02	0.0035	0.0195	2.1628e-17	1.2114e-16	6.2076e-15
1193.7213	15672.93	0.0020	0.0174	1.2607e-17	1.0768e-16	6.1977e-15
1193.7512	15680.83	0.0121	0.0208	7.4653e-17	1.2854e-16	6.1878e-15
1193.7811	15688.74	0.0348	0.0255	2.1508e-16	1.5749e-16	6.1780e-15
1193.8110	15696.64	0.0260	0.0223	1.6018e-16	1.3755e-16	6.1681e-15
1193.8409	15704.54	0.0180	0.0198	1.1099e-16	1.2164e-16	6.1583e-15
1193.8708	15712.45	0.0245	0.0220	1.5082e-16	1.3506e-16	6.1485e-15
1193.9007	15720.35	0.0174	0.0231	1.0664e-16	1.4160e-16	6.1387e-15
1193.9306	15728.26	0.1014	0.0367	6.2176e-16	2.2483e-16	6.1289e-15
1193.9606	15736.16	0.1026	0.0378	6.2783e-16	2.3147e-16	6.1191e-15
1193.9905	15744.07	0.2495	0.0601	1.5246e-15	3.6708e-16	6.1094e-15
1194.0204	15751.97	0.4651	0.0755	2.8367e-15	4.6076e-16	6.0997e-15
1194.0503	15759.88	0.5668	0.0818	3.4520e-15	4.9797e-16	6.0900e-15
1194.0802	15767.78	0.7226	0.0938	4.3936e-15	5.7062e-16	6.0803e-15
1194.1101	15775.68	0.6339	0.0878	3.8484e-15	5.3313e-16	6.0707e-15
1194.1400	15783.59	0.8653	0.1029	5.2445e-15	6.2364e-16	6.0610e-15
1194.1699	15791.49	1.0962	0.1135	6.6337e-15	6.8659e-16	6.0514e-15
1194.1998	15799.40	1.0022	0.1083	6.0551e-15	6.5438e-16	6.0419e-15
1194.2297	15807.30	1.0758	0.1129	6.4893e-15	6.8097e-16	6.0323e-15
1194.2596	15815.21	0.9880	0.1078	5.9506e-15	6.4906e-16	6.0228e-15
1194.2896	15823.11	1.0866	0.1130	6.5340e-15	6.7933e-16	6.0133e-15
1194.3195	15831.01	0.9139	0.1038	5.4871e-15	6.2313e-16	6.0038e-15
1194.3494	15838.92	0.7689	0.0954	4.6092e-15	5.7198e-16	5.9944e-15
1194.3793	15846.82	0.7823	0.0963	4.6823e-15	5.7644e-16	5.9850e-15
1194.4092	15854.73	0.8224	0.0990	4.9145e-15	5.9176e-16	5.9756e-15
1194.4391	15862.63	0.8789	0.1028	5.2436e-15	6.1340e-16	5.9663e-15
1194.4690	15870.54	0.8173	0.0993	4.8683e-15	5.9157e-16	5.9569e-15
1194.4989	15878.44	0.7501	0.0983	4.4612e-15	5.8491e-16	5.9477e-15
1194.5288	15886.34	0.7318	0.0936	4.3456e-15	5.5565e-16	5.9384e-15
1194.5587	15894.25	0.7828	0.0986	4.6412e-15	5.8454e-16	5.9292e-15
1194.5887	15902.15	0.8044	0.0980	4.7618e-15	5.8040e-16	5.9200e-15
1194.6186	15910.06	0.8120	0.0988	4.7995e-15	5.8373e-16	5.9108e-15
1194.6485	15917.96	0.9406	0.1067	5.5511e-15	6.2956e-16	5.9017e-15
