# Wave	Vel	NormFlux	NormErr	Flux	Error	Continuum
1315.2456	47788.23	-0.0073	0.0138	-3.9006e-17	7.3418e-17	5.3160e-15
1315.2755	47796.13	-0.0006	0.0173	-3.2438e-18	9.2024e-17	5.3160e-15
1315.3054	47804.04	0.0159	0.0262	8.4778e-17	1.3910e-16	5.3161e-15
1315.3353	47811.94	0.0121	0.0217	6.4072e-17	1.1562e-16	5.3161e-15
1315.3652	47819.85	0.0504	0.0328	2.6795e-16	1.7452e-16	5.3162e-15
1315.3952	47827.75	0.0011	0.0257	5.9955e-18	1.3637e-16	5.3162e-15
1315.4251	47835.66	-0.0030	0.0188	-1.5704e-17	1.0020e-16	5.3161e-15
1315.4550	47843.56	0.0069	0.0201	3.6795e-17	1.0674e-16	5.3161e-15
1315.4849	47851.46	0.0583	0.0374	3.1016e-16	1.9873e-16	5.3160e-15
1315.5148	47859.37	0.0488	0.0322	2.5944e-16	1.7106e-16	5.3160e-15
1315.5447	47867.27	0.0478	0.0319	2.5416e-16	1.6983e-16	5.3159e-15
1315.5746	47875.18	0.0499	0.0318	2.6531e-16	1.6916e-16	5.3158e-15
1315.6045	47883.08	0.1271	0.0450	6.7564e-16	2.3924e-16	5.3156e-15
1315.6344	47890.99	0.3201	0.0680	1.7015e-15	3.6140e-16	5.3155e-15
1315.6643	47898.89	0.4524	0.0807	2.4046e-15	4.2897e-16	5.3153e-15
1315.6943	47906.80	0.5283	0.0868	2.8078e-15	4.6114e-16	5.3152e-15
1315.7242	47914.70	0.6106	0.0941	3.2453e-15	4.9996e-16	5.3150e-15
1315.7541	47922.60	0.6987	0.0983	3.7134e-15	5.2246e-16	5.3147e-15
1315.7840	47930.51	0.6270	0.0931	3.3323e-15	4.9466e-16	5.3145e-15
1315.8139	47938.41	0.7080	0.0994	3.7627e-15	5.2847e-16	5.3143e-15
1315.8438	47946.32	0.5934	0.0909	3.1531e-15	4.8325e-16	5.3140e-15
1315.8737	47954.22	0.6142	0.0924	3.2639e-15	4.9119e-16	5.3137e-15
1315.9036	47962.13	0.5119	0.0868	2.7197e-15	4.6096e-16	5.3134e-15
1315.9335	47970.03	0.6232	0.0932	3.3113e-15	4.9531e-16	5.3131e-15
1315.9634	47977.93	0.8431	0.1083	4.4792e-15	5.7511e-16	5.3127e-15
1315.9933	47985.84	0.5732	0.0899	3.0453e-15	4.7776e-16	5.3124e-15
1316.0233	47993.74	0.5925	0.0911	3.1474e-15	4.8414e-16	5.3120e-15
1316.0532	48001.65	0.4149	0.0827	2.2041e-15	4.3918e-16	5.3116e-15
1316.0831	48009.55	0.7404	0.1023	3.9327e-15	5.4316e-16	5.3112e-15
1316.1130	48017.46	0.4626	0.0888	2.4567e-15	4.7175e-16	5.3108e-15
1316.1429	48025.36	0.5515	0.0876	2.9285e-15	4.6537e-16	5.3104e-15
1316.1728	48033.26	0.6119	0.0925	3.2490e-15	4.9099e-16	5.3099e-15
1316.2027	48041.17	0.4814	0.0842	2.5562e-15	4.4685e-16	5.3095e-15
1316.2326	48049.07	0.4921	0.0831	2.6126e-15	4.4128e-16	5.3090e-15
1316.2625	48056.98	0.4599	0.0833	2.4414e-15	4.4229e-16	5.3085e-15
1316.2924	48064.88	0.5351	0.0867	2.8404e-15	4.6004e-16	5.3080e-15
1316.3224	48072.79	0.5367	0.0869	2.8487e-15	4.6122e-16	5.3074e-15
1316.3523	48080.69	0.4417	0.0791	2.3439e-15	4.1989e-16	5.3069e-15
1316.3822	48088.59	0.6148	0.0927	3.2621e-15	4.9213e-16	5.3063e-15
1316.4121	48096.50	0.4522	0.0802	2.3993e-15	4.2553e-16	5.3058e-15
1316.4420	48104.40	0.6002	0.0914	3.1841e-15	4.8487e-16	5.3052e-15
1316.4719	48112.31	0.7962	0.1065	4.2234e-15	5.6474e-16	5.3046e-15
1316.5018	48120.21	0.7395	0.1011	3.9224e-15	5.3607e-16	5.3040e-15
1316.5317	48128.12	0.6416	0.0966	3.4026e-15	5.1247e-16	5.3033e-15
1316.5616	48136.02	0.8119	0.1064	4.3053e-15	5.6441e-16	5.3027e-15
1316.5916	48143.93	0.6948	0.0987	3.6838e-15	5.2337e-16	5.3020e-15
1316.6215	48151.83	0.9880	0.1165	5.2378e-15	6.1778e-16	5.3013e-15
1316.6514	48159.73	0.8269	0.1077	4.3830e-15	5.7103e-16	5.3006e-15
1316.6813	48167.64	0.9111	0.1127	4.8285e-15	5.9738e-16	5.2999e-15
1316.7112	48175.54	0.9168	0.1126	4.8581e-15	5.9649e-16	5.2992e-15
1316.7411	48183.45	0.9562	0.1174	5.0666e-15	6.2219e-16	5.2985e-15
1316.7710	48191.35	0.9249	0.1151	4.8997e-15	6.0974e-16	5.2977e-15
1316.8009	48199.26	0.9680	0.1189	5.1275e-15	6.2962e-16	5.2970e-15
1316.8308	48207.16	0.8560	0.1093	4.5334e-15	5.7914e-16	5.2962e-15
1316.8607	48215.06	1.0713	0.1215	5.6727e-15	6.4335e-16	5.2954e-15
1316.8907	48222.97	0.8300	0.1074	4.3946e-15	5.6846e-16	5.2946e-15
1316.9206	48230.87	0.7973	0.1051	4.2205e-15	5.5638e-16	5.2938e-15
1316.9505	48238.78	0.9132	0.1146	4.8333e-15	6.0658e-16	5.2929e-15
1316.9804	48246.68	0.8072	0.1057	4.2716e-15	5.5953e-16	5.2921e-15
1317.0103	48254.59	0.8933	0.1115	4.7269e-15	5.8982e-16	5.2912e-15
1317.0402	48262.49	0.8290	0.1087	4.3855e-15	5.7512e-16	5.2904e-15
1317.0701	48270.39	0.7835	0.1045	4.1443e-15	5.5268e-16	5.2895e-15
1317.1000	48278.30	0.9722	0.1193	5.1417e-15	6.3089e-16	5.2886e-15
1317.1299	48286.20	1.1069	0.1239	5.8530e-15	6.5527e-16	5.2877e-15
1317.1598	48294.11	0.7168	0.0999	3.7893e-15	5.2799e-16	5.2868e-15
1317.1898	48302.01	0.7649	0.1051	4.0430e-15	5.5570e-16	5.2858e-15
1317.2197	48309.92	0.7144	0.1036	3.7756e-15	5.4774e-16	5.2849e-15
1317.2496	48317.82	0.9632	0.1165	5.0896e-15	6.1560e-16	5.2839e-15
1317.2795	48325.72	0.6861	0.0987	3.6244e-15	5.2142e-16	5.2829e-15
1317.3094	48333.63	0.8940	0.1112	4.7220e-15	5.8741e-16	5.2820e-15
1317.3393	48341.53	0.8945	0.1122	4.7239e-15	5.9266e-16	5.2810e-15
1317.3692	48349.44	0.7805	0.1042	4.1208e-15	5.5029e-16	5.2800e-15
1317.3991	48357.34	0.8286	0.1083	4.3740e-15	5.7147e-16	5.2789e-15
1317.4290	48365.25	0.9700	0.1158	5.1198e-15	6.1096e-16	5.2779e-15
1317.4589	48373.15	0.8790	0.1105	4.6384e-15	5.8289e-16	5.2769e-15
1317.4888	48381.06	0.7292	0.1007	3.8470e-15	5.3153e-16	5.2758e-15
1317.5188	48388.96	0.9096	0.1140	4.7980e-15	6.0120e-16	5.2748e-15
1317.5487	48396.86	0.8766	0.1104	4.6231e-15	5.8205e-16	5.2737e-15
1317.5786	48404.77	1.0142	0.1183	5.3474e-15	6.2398e-16	5.2726e-15
1317.6085	48412.67	0.8185	0.1067	4.3149e-15	5.6250e-16	5.2715e-15
1317.6384	48420.58	0.8864	0.1109	4.6716e-15	5.8430e-16	5.2704e-15
1317.6683	48428.48	0.9988	0.1175	5.2629e-15	6.1936e-16	5.2693e-15
1317.6982	48436.39	1.0205	0.1188	5.3760e-15	6.2567e-16	5.2681e-15
1317.7281	48444.29	0.9364	0.1143	4.9322e-15	6.0224e-16	5.2670e-15
1317.7580	48452.19	1.0893	0.1228	5.7360e-15	6.4640e-16	5.2659e-15
1317.7879	48460.10	1.0251	0.1191	5.3970e-15	6.2725e-16	5.2647e-15
1317.8179	48468.00	0.9664	0.1165	5.0865e-15	6.1319e-16	5.2635e-15
1317.8478	48475.91	1.0119	0.1189	5.3252e-15	6.2583e-16	5.2623e-15
1317.8777	48483.81	0.9420	0.1145	4.9561e-15	6.0245e-16	5.2611e-15
1317.9076	48491.72	0.8607	0.1102	4.5274e-15	5.7961e-16	5.2599e-15
1317.9375	48499.62	0.9969	0.1180	5.2426e-15	6.2056e-16	5.2587e-15
1317.9674	48507.52	0.9878	0.1170	5.1934e-15	6.1527e-16	5.2575e-15
1317.9973	48515.43	1.0853	0.1225	5.7046e-15	6.4397e-16	5.2563e-15
1318.0272	48523.33	0.8797	0.1110	4.6227e-15	5.8342e-16	5.2550e-15
1318.0571	48531.24	0.9082	0.1129	4.7717e-15	5.9329e-16	5.2538e-15
1318.0871	48539.14	0.7342	0.1038	3.8563e-15	5.4520e-16	5.2525e-15
1318.1170	48547.05	1.0073	0.1182	5.2894e-15	6.2074e-16	5.2513e-15
1318.1469	48554.95	0.9804	0.1167	5.1471e-15	6.1264e-16	5.2500e-15
1318.1768	48562.85	0.9081	0.1123	4.7661e-15	5.8966e-16	5.2487e-15
1318.2067	48570.76	0.9896	0.1177	5.1927e-15	6.1770e-16	5.2474e-15
1318.2366	48578.66	0.7620	0.1036	3.9977e-15	5.4341e-16	5.2461e-15
1318.2665	48586.57	0.8994	0.1119	4.7173e-15	5.8678e-16	5.2448e-15
1318.2964	48594.47	0.9507	0.1152	4.9847e-15	6.0420e-16	5.2435e-15
