# Wave	Vel	NormFlux	NormErr	Flux	Error	Continuum
1167.7424	8807.49	1.2654	0.1712	4.5226e-15	6.1181e-16	3.5740e-15
1167.7724	8815.39	1.0993	0.1615	3.9290e-15	5.7732e-16	3.5741e-15
1167.8023	8823.30	0.9149	0.1496	3.2700e-15	5.3477e-16	3.5742e-15
1167.8322	8831.20	0.9209	0.1469	3.2916e-15	5.2502e-16	3.5743e-15
1167.8621	8839.11	1.1008	0.1607	3.9347e-15	5.7438e-16	3.5744e-15
1167.8920	8847.01	1.1980	0.1666	4.2825e-15	5.9564e-16	3.5746e-15
1167.9219	8854.92	1.0474	0.1633	3.7443e-15	5.8363e-16	3.5747e-15
1167.9518	8862.82	1.0714	0.1577	3.8301e-15	5.6359e-16	3.5748e-15
1167.9817	8870.72	0.8828	0.1440	3.1559e-15	5.1491e-16	3.5749e-15
1168.0116	8878.63	1.0805	0.1583	3.8629e-15	5.6604e-16	3.5751e-15
1168.0415	8886.53	1.1475	0.1630	4.1024e-15	5.8270e-16	3.5752e-15
1168.0715	8894.44	1.5850	0.1919	5.6669e-15	6.8625e-16	3.5753e-15
1168.1014	8902.34	1.1336	0.1620	4.0531e-15	5.7916e-16	3.5755e-15
1168.1313	8910.25	1.0630	0.1613	3.8010e-15	5.7678e-16	3.5756e-15
1168.1612	8918.15	0.9737	0.1545	3.4816e-15	5.5252e-16	3.5758e-15
1168.1911	8926.06	1.1578	0.1647	4.1401e-15	5.8902e-16	3.5759e-15
1168.2210	8933.96	1.1833	0.1664	4.2317e-15	5.9514e-16	3.5761e-15
1168.2509	8941.86	1.0382	0.1568	3.7128e-15	5.6063e-16	3.5762e-15
1168.2808	8949.77	1.1351	0.1631	4.0595e-15	5.8320e-16	3.5764e-15
1168.3107	8957.67	1.1214	0.1610	4.0105e-15	5.7579e-16	3.5765e-15
1168.3407	8965.58	0.6686	0.1257	2.3914e-15	4.4945e-16	3.5767e-15
1168.3706	8973.48	0.7877	0.1405	2.8174e-15	5.0263e-16	3.5768e-15
1168.4005	8981.39	0.6402	0.1237	2.2900e-15	4.4260e-16	3.5770e-15
1168.4304	8989.29	0.5734	0.1167	2.0511e-15	4.1759e-16	3.5772e-15
1168.4603	8997.19	0.3031	0.0869	1.0842e-15	3.1083e-16	3.5773e-15
1168.4902	9005.10	0.1474	0.0640	5.2717e-16	2.2896e-16	3.5775e-15
1168.5201	9013.00	0.1566	0.0651	5.6037e-16	2.3299e-16	3.5777e-15
1168.5500	9020.91	0.0906	0.0534	3.2401e-16	1.9115e-16	3.5779e-15
1168.5799	9028.81	0.1232	0.0643	4.4068e-16	2.3015e-16	3.5780e-15
1168.6098	9036.72	0.0866	0.0518	3.1001e-16	1.8527e-16	3.5782e-15
1168.6398	9044.62	0.0500	0.0486	1.7883e-16	1.7407e-16	3.5784e-15
1168.6697	9052.52	0.2065	0.0744	7.3905e-16	2.6624e-16	3.5786e-15
1168.6996	9060.43	0.3243	0.0906	1.1605e-15	3.2418e-16	3.5788e-15
1168.7295	9068.33	0.1446	0.0651	5.1762e-16	2.3288e-16	3.5790e-15
1168.7594	9076.24	0.4312	0.1031	1.5435e-15	3.6888e-16	3.5791e-15
1168.7893	9084.14	0.6137	0.1203	2.1965e-15	4.3058e-16	3.5793e-15
1168.8192	9092.05	0.7564	0.1363	2.7075e-15	4.8771e-16	3.5795e-15
1168.8491	9099.95	0.7345	0.1310	2.6294e-15	4.6901e-16	3.5797e-15
1168.8790	9107.85	0.6663	0.1253	2.3852e-15	4.4872e-16	3.5799e-15
1168.9089	9115.76	0.8585	0.1411	3.0734e-15	5.0533e-16	3.5801e-15
1168.9389	9123.66	0.8936	0.1463	3.1994e-15	5.2397e-16	3.5803e-15
1168.9688	9131.57	1.0533	0.1565	3.7712e-15	5.6026e-16	3.5805e-15
1168.9987	9139.47	1.0431	0.1560	3.7350e-15	5.5845e-16	3.5808e-15
1169.0286	9147.38	0.8073	0.1394	2.8910e-15	4.9922e-16	3.5810e-15
1169.0585	9155.28	0.7494	0.1323	2.6839e-15	4.7397e-16	3.5812e-15
1169.0884	9163.19	0.8538	0.1466	3.0577e-15	5.2519e-16	3.5814e-15
1169.1183	9171.09	0.8731	0.1430	3.1270e-15	5.1225e-16	3.5816e-15
1169.1482	9178.99	0.9574	0.1487	3.4291e-15	5.3246e-16	3.5818e-15
1169.1781	9186.90	0.8472	0.1455	3.0347e-15	5.2124e-16	3.5821e-15
1169.2080	9194.80	0.7709	0.1360	2.7617e-15	4.8736e-16	3.5823e-15
1169.2379	9202.71	0.9028	0.1455	3.2345e-15	5.2134e-16	3.5825e-15
1169.2679	9210.61	0.9576	0.1490	3.4308e-15	5.3396e-16	3.5828e-15
1169.2978	9218.52	1.0024	0.1521	3.5914e-15	5.4486e-16	3.5830e-15
1169.3277	9226.42	0.9238	0.1485	3.3103e-15	5.3210e-16	3.5832e-15
1169.3576	9234.32	1.1487	0.1635	4.1162e-15	5.8597e-16	3.5835e-15
1169.3875	9242.23	0.9684	0.1495	3.4705e-15	5.3582e-16	3.5837e-15
1169.4174	9250.13	1.0456	0.1563	3.7473e-15	5.6006e-16	3.5839e-15
1169.4473	9258.04	0.7746	0.1342	2.7764e-15	4.8111e-16	3.5842e-15
1169.4772	9265.94	0.8180	0.1379	2.9320e-15	4.9441e-16	3.5844e-15
1169.5071	9273.85	0.8059	0.1369	2.8891e-15	4.9069e-16	3.5847e-15
1169.5370	9281.75	0.8822	0.1452	3.1627e-15	5.2036e-16	3.5849e-15
1169.5670	9289.65	0.9383	0.1495	3.3641e-15	5.3612e-16	3.5852e-15
1169.5969	9297.56	0.7561	0.1326	2.7108e-15	4.7548e-16	3.5854e-15
1169.6268	9305.46	1.0084	0.1527	3.6159e-15	5.4770e-16	3.5857e-15
1169.6567	9313.37	1.2214	0.1678	4.3800e-15	6.0184e-16	3.5860e-15
1169.6866	9321.27	0.9969	0.1513	3.5752e-15	5.4267e-16	3.5862e-15
1169.7165	9329.18	1.0329	0.1538	3.7046e-15	5.5158e-16	3.5865e-15
1169.7464	9337.08	1.1380	0.1615	4.0818e-15	5.7917e-16	3.5868e-15
1169.7763	9344.98	0.8586	0.1422	3.0797e-15	5.0993e-16	3.5870e-15
1169.8062	9352.89	0.8042	0.1364	2.8850e-15	4.8943e-16	3.5873e-15
1169.8362	9360.79	0.8335	0.1440	2.9903e-15	5.1662e-16	3.5876e-15
1169.8661	9368.70	0.8370	0.1446	3.0030e-15	5.1876e-16	3.5878e-15
1169.8960	9376.60	0.8812	0.1429	3.1617e-15	5.1283e-16	3.5881e-15
1169.9259	9384.51	0.8521	0.1422	3.0575e-15	5.1019e-16	3.5884e-15
1169.9558	9392.41	0.6898	0.1270	2.4756e-15	4.5585e-16	3.5887e-15
1169.9857	9400.32	0.7935	0.1357	2.8479e-15	4.8709e-16	3.5890e-15
1170.0156	9408.22	0.6992	0.1279	2.5097e-15	4.5905e-16	3.5893e-15
1170.0455	9416.12	0.7020	0.1275	2.5199e-15	4.5763e-16	3.5895e-15
1170.0754	9424.03	0.7153	0.1294	2.5678e-15	4.6457e-16	3.5898e-15
1170.1053	9431.93	0.7154	0.1299	2.5685e-15	4.6649e-16	3.5901e-15
1170.1353	9439.84	0.7510	0.1319	2.6963e-15	4.7347e-16	3.5904e-15
1170.1652	9447.74	0.8629	0.1407	3.0984e-15	5.0535e-16	3.5907e-15
1170.1951	9455.65	0.7336	0.1302	2.6343e-15	4.6741e-16	3.5910e-15
1170.2250	9463.55	0.8477	0.1394	3.0443e-15	5.0048e-16	3.5913e-15
1170.2549	9471.45	0.7778	0.1381	2.7937e-15	4.9611e-16	3.5916e-15
1170.2848	9479.36	0.9649	0.1497	3.4660e-15	5.3767e-16	3.5919e-15
1170.3147	9487.26	0.6096	0.1244	2.1897e-15	4.4678e-16	3.5922e-15
1170.3446	9495.17	1.0399	0.1542	3.7359e-15	5.5396e-16	3.5926e-15
1170.3745	9503.07	0.7965	0.1352	2.8619e-15	4.8560e-16	3.5929e-15
1170.4044	9510.98	1.1033	0.1598	3.9643e-15	5.7428e-16	3.5932e-15
1170.4343	9518.88	0.7575	0.1386	2.7219e-15	4.9819e-16	3.5935e-15
1170.4643	9526.78	0.8564	0.1399	3.0778e-15	5.0261e-16	3.5938e-15
1170.4942	9534.69	1.1329	0.1635	4.0717e-15	5.8776e-16	3.5941e-15
1170.5241	9542.59	0.9017	0.1441	3.2410e-15	5.1813e-16	3.5945e-15
1170.5540	9550.50	0.9809	0.1492	3.5261e-15	5.3641e-16	3.5948e-15
1170.5839	9558.40	1.1761	0.1649	4.2281e-15	5.9270e-16	3.5951e-15
1170.6138	9566.31	0.9285	0.1455	3.3384e-15	5.2309e-16	3.5954e-15
1170.6437	9574.21	1.0280	0.1526	3.6964e-15	5.4887e-16	3.5958e-15
1170.6736	9582.11	0.7678	0.1338	2.7612e-15	4.8127e-16	3.5961e-15
1170.7035	9590.02	1.0292	0.1527	3.7015e-15	5.4910e-16	3.5964e-15
1170.7334	9597.92	0.9580	0.1499	3.4456e-15	5.3919e-16	3.5968e-15
1170.7634	9605.83	1.2195	0.1671	4.3866e-15	6.0116e-16	3.5971e-15
1170.7933	9613.73	1.2777	0.1714	4.5966e-15	6.1660e-16	3.5975e-15
1170.8232	9621.64	1.1284	0.1596	4.0599e-15	5.7417e-16	3.5978e-15
1170.8531	9629.54	0.9155	0.1442	3.2942e-15	5.1893e-16	3.5981e-15
1170.8830	9637.45	1.0878	0.1569	3.9145e-15	5.6461e-16	3.5985e-15
1170.9129	9645.35	0.9737	0.1485	3.5042e-15	5.3445e-16	3.5988e-15
1170.9428	9653.25	0.8542	0.1397	3.0746e-15	5.0270e-16	3.5992e-15
1170.9727	9661.16	0.7911	0.1345	2.8475e-15	4.8410e-16	3.5995e-15
1171.0026	9669.06	0.9032	0.1432	3.2516e-15	5.1540e-16	3.5999e-15
1171.0325	9676.97	0.9889	0.1513	3.5603e-15	5.4482e-16	3.6003e-15
1171.0625	9684.87	0.9705	0.1481	3.4944e-15	5.3341e-16	3.6006e-15
1171.0924	9692.78	1.0539	0.1554	3.7950e-15	5.5972e-16	3.6010e-15
1171.1223	9700.68	1.0946	0.1577	3.9421e-15	5.6791e-16	3.6013e-15
1171.1522	9708.58	0.8360	0.1378	3.0112e-15	4.9615e-16	3.6017e-15
1171.1821	9716.49	1.0923	0.1580	3.9344e-15	5.6914e-16	3.6021e-15
1171.2120	9724.39	0.9414	0.1459	3.3914e-15	5.2551e-16	3.6024e-15
1171.2419	9732.30	0.9694	0.1488	3.4925e-15	5.3627e-16	3.6028e-15
1171.2718	9740.20	0.8801	0.1419	3.1713e-15	5.1145e-16	3.6032e-15
1171.3017	9748.11	0.9825	0.1513	3.5403e-15	5.4535e-16	3.6036e-15
1171.3317	9756.01	0.8928	0.1430	3.2177e-15	5.1520e-16	3.6039e-15
1171.3616	9763.91	0.8867	0.1417	3.1958e-15	5.1060e-16	3.6043e-15
1171.3915	9771.82	1.0550	0.1543	3.8030e-15	5.5626e-16	3.6047e-15
1171.4214	9779.72	0.7604	0.1338	2.7414e-15	4.8223e-16	3.6051e-15
1171.4513	9787.63	1.0516	0.1559	3.7914e-15	5.6211e-16	3.6055e-15
1171.4812	9795.53	1.0770	0.1577	3.8835e-15	5.6878e-16	3.6059e-15
1171.5111	9803.44	1.0472	0.1541	3.7765e-15	5.5587e-16	3.6062e-15
1171.5410	9811.34	1.0650	0.1551	3.8410e-15	5.5933e-16	3.6066e-15
1171.5709	9819.24	1.0049	0.1508	3.6248e-15	5.4393e-16	3.6070e-15
1171.6008	9827.15	1.0584	0.1546	3.8179e-15	5.5783e-16	3.6074e-15
1171.6308	9835.05	1.0823	0.1570	3.9048e-15	5.6651e-16	3.6078e-15
1171.6607	9842.96	0.9971	0.1527	3.5979e-15	5.5105e-16	3.6082e-15
1171.6906	9850.86	1.0349	0.1545	3.7345e-15	5.5771e-16	3.6086e-15
1171.7205	9858.77	0.9731	0.1483	3.5119e-15	5.3538e-16	3.6090e-15
1171.7504	9866.67	0.8933	0.1444	3.2242e-15	5.2106e-16	3.6094e-15
1171.7803	9874.58	1.0972	0.1589	3.9609e-15	5.7364e-16	3.6098e-15
1171.8102	9882.48	1.2606	0.1638	4.5512e-15	5.9141e-16	3.6102e-15
1171.8401	9890.38	0.7947	0.1345	2.8694e-15	4.8575e-16	3.6107e-15
1171.8700	9898.29	1.0547	0.1545	3.8086e-15	5.5788e-16	3.6111e-15
1171.8999	9906.19	1.0876	0.1567	3.9279e-15	5.6601e-16	3.6115e-15
1171.9298	9914.10	0.9527	0.1475	3.4411e-15	5.3264e-16	3.6119e-15
1171.9598	9922.00	1.1480	0.1617	4.1470e-15	5.8410e-16	3.6123e-15
1171.9897	9929.91	1.1836	0.1645	4.2759e-15	5.9435e-16	3.6127e-15
1172.0196	9937.81	1.0240	0.1526	3.6998e-15	5.5131e-16	3.6132e-15
1172.0495	9945.71	0.9229	0.1456	3.3349e-15	5.2619e-16	3.6136e-15
1172.0794	9953.62	1.0324	0.1531	3.7310e-15	5.5339e-16	3.6140e-15
1172.1093	9961.52	1.0699	0.1556	3.8672e-15	5.6253e-16	3.6144e-15
1172.1392	9969.43	0.8354	0.1391	3.0199e-15	5.0287e-16	3.6149e-15
1172.1691	9977.33	1.1956	0.1640	4.3225e-15	5.9301e-16	3.6153e-15
1172.1990	9985.24	0.8181	0.1378	2.9580e-15	4.9824e-16	3.6157e-15
1172.2289	9993.14	0.8559	0.1398	3.0950e-15	5.0539e-16	3.6162e-15
1172.2589	10001.04	1.0475	0.1539	3.7883e-15	5.5661e-16	3.6166e-15
1172.2888	10008.95	1.0117	0.1524	3.6594e-15	5.5133e-16	3.6170e-15
1172.3187	10016.85	0.8015	0.1363	2.8995e-15	4.9301e-16	3.6175e-15
1172.3486	10024.76	1.0286	0.1568	3.7213e-15	5.6739e-16	3.6179e-15
1172.3785	10032.66	1.2370	0.1666	4.4761e-15	6.0294e-16	3.6183e-15
1172.4084	10040.57	0.9492	0.1475	3.4350e-15	5.3378e-16	3.6188e-15
1172.4383	10048.47	1.2677	0.1685	4.5881e-15	6.1000e-16	3.6192e-15
1172.4682	10056.37	1.1731	0.1634	4.2464e-15	5.9132e-16	3.6197e-15
1172.4981	10064.28	1.2303	0.1667	4.4538e-15	6.0335e-16	3.6201e-15
1172.5280	10072.18	1.3769	0.1762	4.9851e-15	6.3810e-16	3.6206e-15
1172.5580	10080.09	0.9957	0.1501	3.6056e-15	5.4343e-16	3.6210e-15
1172.5879	10087.99	0.8616	0.1408	3.1203e-15	5.0976e-16	3.6215e-15
1172.6178	10095.90	1.0733	0.1557	3.8873e-15	5.6396e-16	3.6220e-15
1172.6477	10103.80	1.0820	0.1581	3.9194e-15	5.7256e-16	3.6224e-15
1172.6776	10111.71	1.1822	0.1644	4.2830e-15	5.9545e-16	3.6229e-15
1172.7075	10119.61	0.9314	0.1462	3.3748e-15	5.2963e-16	3.6233e-15
1172.7374	10127.51	0.7805	0.1331	2.8283e-15	4.8229e-16	3.6238e-15
1172.7673	10135.42	1.1072	0.1588	4.0127e-15	5.7547e-16	3.6243e-15
1172.7972	10143.32	1.0480	0.1547	3.7988e-15	5.6061e-16	3.6247e-15
1172.8272	10151.23	1.0242	0.1527	3.7130e-15	5.5365e-16	3.6252e-15
1172.8571	10159.13	1.1656	0.1620	4.2262e-15	5.8721e-16	3.6257e-15
1172.8870	10167.04	1.0461	0.1532	3.7934e-15	5.5541e-16	3.6261e-15
1172.9169	10174.94	0.9346	0.1461	3.3895e-15	5.2999e-16	3.6266e-15
1172.9468	10182.84	1.1198	0.1583	4.0615e-15	5.7406e-16	3.6271e-15
1172.9767	10190.75	1.1876	0.1629	4.3082e-15	5.9094e-16	3.6276e-15
1173.0066	10198.65	0.9081	0.1452	3.2946e-15	5.2688e-16	3.6281e-15
1173.0365	10206.56	0.8998	0.1425	3.2651e-15	5.1695e-16	3.6285e-15
1173.0664	10214.46	0.8913	0.1455	3.2347e-15	5.2797e-16	3.6290e-15
1173.0963	10222.37	1.0770	0.1554	3.9090e-15	5.6385e-16	3.6295e-15
1173.1263	10230.27	1.2411	0.1667	4.5051e-15	6.0496e-16	3.6300e-15
1173.1562	10238.17	0.9452	0.1476	3.4314e-15	5.3589e-16	3.6305e-15
1173.1861	10246.08	1.0197	0.1540	3.7024e-15	5.5921e-16	3.6310e-15
1173.2160	10253.98	0.7342	0.1324	2.6664e-15	4.8083e-16	3.6315e-15
1173.2459	10261.89	1.1273	0.1587	4.0943e-15	5.7643e-16	3.6320e-15
1173.2758	10269.79	1.0006	0.1505	3.6346e-15	5.4675e-16	3.6325e-15
1173.3057	10277.70	1.0042	0.1502	3.6483e-15	5.4569e-16	3.6329e-15
1173.3356	10285.60	0.9309	0.1447	3.3824e-15	5.2581e-16	3.6334e-15
1173.3655	10293.50	0.8875	0.1427	3.2251e-15	5.1864e-16	3.6339e-15
1173.3954	10301.41	1.0762	0.1553	3.9113e-15	5.6443e-16	3.6344e-15
1173.4253	10309.31	0.7916	0.1341	2.8773e-15	4.8750e-16	3.6349e-15
1173.4553	10317.22	0.7383	0.1295	2.6841e-15	4.7074e-16	3.6355e-15
1173.4852	10325.12	0.9044	0.1432	3.2883e-15	5.2074e-16	3.6360e-15
1173.5151	10333.03	1.0861	0.1560	3.9496e-15	5.6711e-16	3.6365e-15
1173.5450	10340.93	1.0059	0.1506	3.6585e-15	5.4762e-16	3.6370e-15
1173.5749	10348.84	0.9078	0.1441	3.3020e-15	5.2431e-16	3.6375e-15
1173.6048	10356.74	0.9637	0.1495	3.5061e-15	5.4370e-16	3.6380e-15
1173.6347	10364.64	0.9222	0.1445	3.3553e-15	5.2571e-16	3.6385e-15
1173.6646	10372.55	0.9356	0.1464	3.4049e-15	5.3290e-16	3.6390e-15
1173.6945	10380.45	0.9411	0.1459	3.4251e-15	5.3089e-16	3.6395e-15
1173.7244	10388.36	1.0783	0.1580	3.9250e-15	5.7515e-16	3.6401e-15
1173.7544	10396.26	0.8652	0.1401	3.1498e-15	5.0993e-16	3.6406e-15
1173.7843	10404.17	1.0529	0.1541	3.8339e-15	5.6106e-16	3.6411e-15
1173.8142	10412.07	1.0108	0.1508	3.6809e-15	5.4916e-16	3.6416e-15
1173.8441	10419.97	0.9952	0.1494	3.6247e-15	5.4429e-16	3.6422e-15
1173.8740	10427.88	0.9465	0.1488	3.4480e-15	5.4187e-16	3.6427e-15
1173.9039	10435.78	1.0242	0.1514	3.7315e-15	5.5164e-16	3.6432e-15
1173.9338	10443.69	0.9504	0.1490	3.4631e-15	5.4296e-16	3.6437e-15
1173.9637	10451.59	0.9045	0.1425	3.2962e-15	5.1942e-16	3.6443e-15
1173.9936	10459.50	0.6905	0.1271	2.5167e-15	4.6319e-16	3.6448e-15
1174.0235	10467.40	0.8362	0.1377	3.0481e-15	5.0189e-16	3.6453e-15
1174.0535	10475.30	0.9090	0.1435	3.3140e-15	5.2321e-16	3.6459e-15
1174.0834	10483.21	0.6895	0.1252	2.5143e-15	4.5636e-16	3.6464e-15
1174.1133	10491.11	0.9842	0.1484	3.5892e-15	5.4139e-16	3.6470e-15
1174.1432	10499.02	0.8790	0.1404	3.2060e-15	5.1215e-16	3.6475e-15
1174.1731	10506.92	0.8717	0.1424	3.1799e-15	5.1948e-16	3.6480e-15
1174.2030	10514.83	1.1885	0.1625	4.3363e-15	5.9286e-16	3.6486e-15
1174.2329	10522.73	0.9179	0.1464	3.3497e-15	5.3432e-16	3.6491e-15
1174.2628	10530.63	1.1062	0.1582	4.0373e-15	5.7732e-16	3.6497e-15
1174.2927	10538.54	0.9424	0.1488	3.4401e-15	5.4305e-16	3.6502e-15
1174.3227	10546.44	0.9694	0.1493	3.5390e-15	5.4503e-16	3.6508e-15
1174.3526	10554.35	1.0895	0.1559	3.9781e-15	5.6924e-16	3.6513e-15
1174.3825	10562.25	0.8815	0.1441	3.2191e-15	5.2633e-16	3.6519e-15
1174.4124	10570.16	0.9891	0.1493	3.6127e-15	5.4516e-16	3.6524e-15
1174.4423	10578.06	1.0819	0.1583	3.9521e-15	5.7830e-16	3.6530e-15
1174.4722	10585.97	0.9239	0.1440	3.3754e-15	5.2625e-16	3.6536e-15
1174.5021	10593.87	0.8153	0.1360	2.9791e-15	4.9701e-16	3.6541e-15
1174.5320	10601.77	0.9313	0.1443	3.4035e-15	5.2732e-16	3.6547e-15
1174.5619	10609.68	1.0780	0.1563	3.9403e-15	5.7127e-16	3.6552e-15
1174.5918	10617.58	0.9791	0.1478	3.5796e-15	5.4043e-16	3.6558e-15
1174.6218	10625.49	1.0561	0.1561	3.8614e-15	5.7066e-16	3.6564e-15
1174.6517	10633.39	1.1685	0.1648	4.2732e-15	6.0281e-16	3.6569e-15
1174.6816	10641.30	0.8985	0.1418	3.2862e-15	5.1850e-16	3.6575e-15
1174.7115	10649.20	1.0524	0.1531	3.8496e-15	5.6001e-16	3.6581e-15
1174.7414	10657.10	0.8013	0.1392	2.9318e-15	5.0925e-16	3.6586e-15
1174.7713	10665.01	0.8466	0.1377	3.0978e-15	5.0403e-16	3.6592e-15
1174.8012	10672.91	1.0575	0.1534	3.8702e-15	5.6133e-16	3.6598e-15
1174.8311	10680.82	1.1401	0.1592	4.1733e-15	5.8261e-16	3.6604e-15
1174.8610	10688.72	0.9734	0.1496	3.5637e-15	5.4775e-16	3.6609e-15
1174.8909	10696.63	1.0191	0.1507	3.7314e-15	5.5191e-16	3.6615e-15
1174.9208	10704.53	1.0242	0.1511	3.7507e-15	5.5347e-16	3.6621e-15
1174.9508	10712.43	1.1472	0.1596	4.2018e-15	5.8447e-16	3.6627e-15
1174.9807	10720.34	1.2001	0.1631	4.3964e-15	5.9742e-16	3.6632e-15
1175.0106	10728.24	0.9608	0.1465	3.5202e-15	5.3691e-16	3.6638e-15
1175.0405	10736.15	1.1369	0.1589	4.1660e-15	5.8210e-16	3.6644e-15
1175.0704	10744.05	0.9896	0.1494	3.6270e-15	5.4756e-16	3.6650e-15
1175.1003	10751.96	1.1425	0.1593	4.1879e-15	5.8402e-16	3.6656e-15
1175.1302	10759.86	0.8764	0.1408	3.2129e-15	5.1623e-16	3.6662e-15
1175.1601	10767.76	0.7974	0.1363	2.9239e-15	4.9962e-16	3.6668e-15
1175.1900	10775.67	1.0642	0.1537	3.9029e-15	5.6352e-16	3.6674e-15
1175.2199	10783.57	0.9050	0.1431	3.3194e-15	5.2505e-16	3.6680e-15
1175.2499	10791.48	1.0113	0.1502	3.7100e-15	5.5098e-16	3.6685e-15
1175.2798	10799.38	1.0180	0.1526	3.7351e-15	5.5991e-16	3.6691e-15
1175.3097	10807.29	1.0678	0.1552	3.9187e-15	5.6952e-16	3.6697e-15
1175.3396	10815.19	1.0401	0.1520	3.8177e-15	5.5792e-16	3.6703e-15
1175.3695	10823.10	1.0995	0.1567	4.0361e-15	5.7509e-16	3.6709e-15
1175.3994	10831.00	1.0214	0.1510	3.7501e-15	5.5431e-16	3.6715e-15
1175.4293	10838.90	1.0742	0.1548	3.9448e-15	5.6837e-16	3.6721e-15
1175.4592	10846.81	1.0221	0.1507	3.7539e-15	5.5355e-16	3.6727e-15
1175.4891	10854.71	1.2408	0.1662	4.5577e-15	6.1043e-16	3.6733e-15
1175.5191	10862.62	0.9672	0.1466	3.5536e-15	5.3876e-16	3.6740e-15
1175.5490	10870.52	0.8871	0.1439	3.2598e-15	5.2880e-16	3.6746e-15
1175.5789	10878.43	0.9535	0.1463	3.5042e-15	5.3772e-16	3.6752e-15
1175.6088	10886.33	0.9477	0.1466	3.4835e-15	5.3870e-16	3.6758e-15
1175.6387	10894.23	0.8138	0.1349	2.9918e-15	4.9588e-16	3.6764e-15
1175.6686	10902.14	0.9707	0.1471	3.5694e-15	5.4081e-16	3.6770e-15
1175.6985	10910.04	0.8701	0.1393	3.1999e-15	5.1239e-16	3.6776e-15
1175.7284	10917.95	0.9800	0.1506	3.6045e-15	5.5378e-16	3.6782e-15
1175.7583	10925.85	0.9514	0.1460	3.4999e-15	5.3715e-16	3.6788e-15
1175.7882	10933.76	0.6759	0.1254	2.4871e-15	4.6144e-16	3.6795e-15
1175.8182	10941.66	1.0073	0.1549	3.7069e-15	5.6995e-16	3.6801e-15
1175.8481	10949.56	0.8261	0.1390	3.0408e-15	5.1159e-16	3.6807e-15
1175.8780	10957.47	0.8400	0.1371	3.0922e-15	5.0477e-16	3.6813e-15
1175.9079	10965.37	0.9923	0.1494	3.6538e-15	5.5018e-16	3.6819e-15
1175.9378	10973.28	0.8091	0.1362	2.9794e-15	5.0152e-16	3.6826e-15
1175.9677	10981.18	1.1202	0.1598	4.1259e-15	5.8860e-16	3.6832e-15
1175.9976	10989.09	0.8068	0.1344	2.9720e-15	4.9494e-16	3.6838e-15
1176.0275	10996.99	0.7118	0.1270	2.6226e-15	4.6808e-16	3.6845e-15
1176.0574	11004.89	0.6227	0.1190	2.2947e-15	4.3851e-16	3.6851e-15
1176.0873	11012.80	0.7220	0.1275	2.6610e-15	4.6989e-16	3.6857e-15
1176.1173	11020.70	0.8040	0.1382	2.9639e-15	5.0953e-16	3.6863e-15
1176.1472	11028.61	0.9223	0.1437	3.4006e-15	5.2966e-16	3.6870e-15
1176.1771	11036.51	0.8368	0.1381	3.0857e-15	5.0921e-16	3.6876e-15
1176.2070	11044.42	1.1169	0.1575	4.1193e-15	5.8083e-16	3.6882e-15
1176.2369	11052.32	0.7781	0.1333	2.8704e-15	4.9178e-16	3.6889e-15
1176.2668	11060.23	0.7840	0.1326	2.8925e-15	4.8935e-16	3.6895e-15
1176.2967	11068.13	0.7477	0.1297	2.7593e-15	4.7866e-16	3.6902e-15
1176.3266	11076.03	0.9535	0.1490	3.5192e-15	5.5006e-16	3.6908e-15
1176.3565	11083.94	0.8587	0.1384	3.1697e-15	5.1105e-16	3.6914e-15
1176.3864	11091.84	0.9207	0.1438	3.3992e-15	5.3086e-16	3.6921e-15
1176.4163	11099.75	1.1092	0.1568	4.0960e-15	5.7906e-16	3.6927e-15
1176.4463	11107.65	0.9327	0.1442	3.4449e-15	5.3257e-16	3.6934e-15
1176.4762	11115.56	0.8790	0.1419	3.2471e-15	5.2412e-16	3.6940e-15
1176.5061	11123.46	0.8985	0.1436	3.3195e-15	5.3043e-16	3.6947e-15
1176.5360	11131.36	1.1583	0.1604	4.2803e-15	5.9286e-16	3.6953e-15
1176.5659	11139.27	1.0468	0.1524	3.8687e-15	5.6332e-16	3.6960e-15
1176.5958	11147.17	0.9421	0.1455	3.4825e-15	5.3788e-16	3.6966e-15
1176.6257	11155.08	0.9954	0.1491	3.6802e-15	5.5124e-16	3.6973e-15
1176.6556	11162.98	1.1678	0.1611	4.3184e-15	5.9587e-16	3.6979e-15
1176.6855	11170.89	1.1333	0.1584	4.1914e-15	5.8588e-16	3.6986e-15
1176.7154	11178.79	1.1036	0.1564	4.0826e-15	5.7873e-16	3.6992e-15
1176.7454	11186.69	0.9021	0.1470	3.3378e-15	5.4397e-16	3.6999e-15
1176.7753	11194.60	0.9963	0.1495	3.6870e-15	5.5334e-16	3.7005e-15
1176.8052	11202.50	0.9871	0.1500	3.6534e-15	5.5531e-16	3.7012e-15
1176.8351	11210.41	0.7341	0.1299	2.7176e-15	4.8094e-16	3.7018e-15
1176.8650	11218.31	0.7766	0.1321	2.8753e-15	4.8920e-16	3.7025e-15
1176.8949	11226.22	0.6055	0.1185	2.2423e-15	4.3869e-16	3.7032e-15
1176.9248	11234.12	0.6547	0.1268	2.4249e-15	4.6970e-16	3.7038e-15
1176.9547	11242.02	0.8369	0.1371	3.1002e-15	5.0781e-16	3.7045e-15
1176.9846	11249.93	0.8459	0.1392	3.1342e-15	5.1584e-16	3.7052e-15
