# Wave	Vel	NormFlux	NormErr	Flux	Error	Continuum
1314.0323	47467.58	0.4984	0.1006	1.9180e-15	3.8728e-16	3.8479e-15
1314.0622	47475.48	0.5775	0.1047	2.2230e-15	4.0319e-16	3.8494e-15
1314.0921	47483.39	0.8689	0.1278	3.3460e-15	4.9197e-16	3.8510e-15
1314.1220	47491.29	1.0798	0.1417	4.1598e-15	5.4578e-16	3.8525e-15
1314.1519	47499.20	0.7945	0.1233	3.0619e-15	4.7539e-16	3.8540e-15
1314.1818	47507.10	1.0957	0.1446	4.2246e-15	5.5759e-16	3.8556e-15
1314.2117	47515.01	0.9998	0.1369	3.8563e-15	5.2805e-16	3.8572e-15
1314.2416	47522.91	1.0410	0.1392	4.0170e-15	5.3698e-16	3.8587e-15
1314.2715	47530.81	1.0079	0.1370	3.8908e-15	5.2874e-16	3.8603e-15
1314.3014	47538.72	1.1487	0.1461	4.4363e-15	5.6417e-16	3.8619e-15
1314.3314	47546.62	0.9967	0.1365	3.8505e-15	5.2744e-16	3.8634e-15
1314.3613	47554.53	1.2590	0.1526	4.8660e-15	5.8972e-16	3.8650e-15
1314.3912	47562.43	1.0387	0.1419	4.0163e-15	5.4854e-16	3.8666e-15
1314.4211	47570.34	1.1692	0.1471	4.5228e-15	5.6897e-16	3.8682e-15
1314.4510	47578.24	0.9531	0.1337	3.6884e-15	5.1752e-16	3.8698e-15
1314.4809	47586.15	0.9623	0.1380	3.7252e-15	5.3408e-16	3.8714e-15
1314.5108	47594.05	1.1468	0.1458	4.4414e-15	5.6479e-16	3.8730e-15
1314.5407	47601.95	0.7486	0.1184	2.9006e-15	4.5860e-16	3.8746e-15
1314.5706	47609.86	0.8744	0.1292	3.3895e-15	5.0061e-16	3.8762e-15
1314.6006	47617.76	0.9701	0.1348	3.7619e-15	5.2270e-16	3.8778e-15
1314.6305	47625.67	0.8614	0.1287	3.3416e-15	4.9909e-16	3.8794e-15
1314.6604	47633.57	0.8216	0.1262	3.1885e-15	4.8991e-16	3.8809e-15
1314.6903	47641.48	0.9314	0.1366	3.6161e-15	5.3032e-16	3.8825e-15
1314.7202	47649.38	1.0698	0.1434	4.1553e-15	5.5681e-16	3.8841e-15
1314.7501	47657.28	0.8687	0.1282	3.3755e-15	4.9803e-16	3.8857e-15
1314.7800	47665.19	0.7774	0.1225	3.0220e-15	4.7615e-16	3.8873e-15
1314.8099	47673.09	1.0244	0.1385	3.9839e-15	5.3859e-16	3.8889e-15
1314.8398	47681.00	0.8891	0.1291	3.4589e-15	5.0217e-16	3.8905e-15
1314.8697	47688.90	0.9194	0.1339	3.5784e-15	5.2111e-16	3.8921e-15
1314.8997	47696.81	1.0490	0.1396	4.0845e-15	5.4339e-16	3.8937e-15
1314.9296	47704.71	0.7060	0.1151	2.7499e-15	4.4838e-16	3.8953e-15
1314.9595	47712.61	0.8913	0.1288	3.4731e-15	5.0209e-16	3.8968e-15
1314.9894	47720.52	0.8544	0.1283	3.3308e-15	5.0009e-16	3.8984e-15
1315.0193	47728.42	0.7310	0.1172	2.8508e-15	4.5713e-16	3.9000e-15
1315.0492	47736.33	0.7697	0.1201	3.0029e-15	4.6858e-16	3.9016e-15
1315.0791	47744.23	0.8435	0.1255	3.2922e-15	4.8977e-16	3.9031e-15
1315.1090	47752.14	0.9510	0.1328	3.7134e-15	5.1858e-16	3.9047e-15
1315.1389	47760.04	0.7653	0.1196	2.9893e-15	4.6737e-16	3.9062e-15
1315.1688	47767.94	0.8726	0.1274	3.4098e-15	4.9787e-16	3.9078e-15
1315.1988	47775.85	0.7431	0.1217	2.9049e-15	4.7566e-16	3.9093e-15
1315.2287	47783.75	0.8995	0.1293	3.5177e-15	5.0569e-16	3.9108e-15
1315.2586	47791.66	0.8673	0.1279	3.3934e-15	5.0025e-16	3.9124e-15
1315.2885	47799.56	0.8959	0.1296	3.5064e-15	5.0732e-16	3.9139e-15
1315.3184	47807.47	0.9296	0.1327	3.6397e-15	5.1968e-16	3.9154e-15
1315.3483	47815.37	0.8852	0.1332	3.4673e-15	5.2158e-16	3.9169e-15
1315.3782	47823.28	1.3054	0.1550	5.1151e-15	6.0718e-16	3.9184e-15
1315.4081	47831.18	1.1327	0.1478	4.4402e-15	5.7933e-16	3.9199e-15
1315.4380	47839.08	0.9810	0.1364	3.8469e-15	5.3475e-16	3.9214e-15
1315.4679	47846.99	0.8554	0.1275	3.3555e-15	4.9997e-16	3.9228e-15
1315.4978	47854.89	1.0596	0.1399	4.1584e-15	5.4908e-16	3.9243e-15
1315.5278	47862.80	0.7924	0.1233	3.1107e-15	4.8399e-16	3.9257e-15
1315.5577	47870.70	1.0806	0.1425	4.2436e-15	5.5953e-16	3.9272e-15
1315.5876	47878.61	0.9861	0.1389	3.8740e-15	5.4584e-16	3.9286e-15
1315.6175	47886.51	0.8598	0.1292	3.3791e-15	5.0783e-16	3.9300e-15
1315.6474	47894.41	1.1084	0.1429	4.3577e-15	5.6167e-16	3.9314e-15
1315.6773	47902.32	0.8761	0.1277	3.4454e-15	5.0232e-16	3.9328e-15
1315.7072	47910.22	1.0185	0.1372	4.0069e-15	5.3965e-16	3.9342e-15
1315.7371	47918.13	0.8640	0.1282	3.4003e-15	5.0456e-16	3.9356e-15
1315.7670	47926.03	1.1108	0.1435	4.3732e-15	5.6500e-16	3.9369e-15
1315.7969	47933.94	1.0489	0.1402	4.1309e-15	5.5204e-16	3.9383e-15
1315.8269	47941.84	1.2895	0.1543	5.0799e-15	6.0801e-16	3.9396e-15
1315.8568	47949.74	0.9152	0.1312	3.6069e-15	5.1723e-16	3.9409e-15
1315.8867	47957.65	1.0413	0.1383	4.1050e-15	5.4522e-16	3.9422e-15
1315.9166	47965.55	0.9056	0.1318	3.5711e-15	5.1966e-16	3.9435e-15
1315.9465	47973.46	1.0066	0.1360	3.9709e-15	5.3635e-16	3.9448e-15
1315.9764	47981.36	0.9872	0.1354	3.8957e-15	5.3412e-16	3.9460e-15
1316.0063	47989.27	0.6668	0.1126	2.6321e-15	4.4463e-16	3.9473e-15
1316.0362	47997.17	0.7922	0.1241	3.1281e-15	4.9010e-16	3.9485e-15
1316.0661	48005.07	0.9661	0.1345	3.8158e-15	5.3111e-16	3.9497e-15
1316.0961	48012.98	1.0635	0.1398	4.2018e-15	5.5236e-16	3.9509e-15
1316.1260	48020.88	0.9599	0.1349	3.7936e-15	5.3318e-16	3.9521e-15
1316.1559	48028.79	1.0820	0.1409	4.2774e-15	5.5689e-16	3.9532e-15
1316.1858	48036.69	0.9561	0.1330	3.7809e-15	5.2591e-16	3.9544e-15
1316.2157	48044.60	1.0946	0.1433	4.3297e-15	5.6673e-16	3.9555e-15
1316.2456	48052.50	0.8509	0.1253	3.3667e-15	4.9588e-16	3.9566e-15
1316.2755	48060.41	1.0655	0.1395	4.2169e-15	5.5222e-16	3.9577e-15
1316.3054	48068.31	1.0253	0.1370	4.0590e-15	5.4251e-16	3.9587e-15
1316.3353	48076.21	1.0668	0.1395	4.2241e-15	5.5234e-16	3.9598e-15
1316.3652	48084.12	1.1428	0.1442	4.5264e-15	5.7106e-16	3.9608e-15
1316.3952	48092.02	1.1276	0.1439	4.4673e-15	5.7007e-16	3.9618e-15
1316.4251	48099.93	1.0026	0.1353	3.9729e-15	5.3627e-16	3.9628e-15
1316.4550	48107.83	0.9499	0.1325	3.7651e-15	5.2511e-16	3.9638e-15
1316.4849	48115.74	0.8763	0.1299	3.4741e-15	5.1502e-16	3.9647e-15
1316.5148	48123.64	0.9323	0.1333	3.6972e-15	5.2844e-16	3.9656e-15
1316.5447	48131.54	0.8071	0.1222	3.2012e-15	4.8456e-16	3.9665e-15
1316.5746	48139.45	0.9878	0.1341	3.9192e-15	5.3217e-16	3.9674e-15
1316.6045	48147.35	0.9795	0.1342	3.8867e-15	5.3250e-16	3.9683e-15
1316.6344	48155.26	1.0083	0.1355	4.0022e-15	5.3769e-16	3.9691e-15
1316.6643	48163.16	0.9093	0.1288	3.6099e-15	5.1143e-16	3.9699e-15
1316.6943	48171.07	0.9153	0.1319	3.6345e-15	5.2367e-16	3.9707e-15
1316.7242	48178.97	0.9720	0.1331	3.8603e-15	5.2861e-16	3.9715e-15
1316.7541	48186.87	0.6479	0.1102	2.5736e-15	4.3773e-16	3.9722e-15
1316.7840	48194.78	0.7312	0.1164	2.9052e-15	4.6245e-16	3.9729e-15
1316.8139	48202.68	0.7550	0.1177	2.9999e-15	4.6755e-16	3.9737e-15
1316.8438	48210.59	0.9158	0.1312	3.6397e-15	5.2140e-16	3.9744e-15
1316.8737	48218.49	0.8149	0.1222	3.2393e-15	4.8574e-16	3.9751e-15
1316.9036	48226.40	0.6863	0.1125	2.7288e-15	4.4714e-16	3.9758e-15
1316.9335	48234.30	0.5151	0.0980	2.0481e-15	3.8982e-16	3.9766e-15
1316.9634	48242.20	0.6304	0.1078	2.5073e-15	4.2883e-16	3.9773e-15
1316.9933	48250.11	0.5973	0.1050	2.3761e-15	4.1769e-16	3.9780e-15
1317.0233	48258.01	0.5006	0.0977	1.9919e-15	3.8872e-16	3.9787e-15
1317.0532	48265.92	0.4565	0.0929	1.8167e-15	3.6957e-16	3.9794e-15
1317.0831	48273.82	0.3306	0.0924	1.3160e-15	3.6784e-16	3.9801e-15
1317.1130	48281.73	0.3409	0.0827	1.3571e-15	3.2919e-16	3.9808e-15
1317.1429	48289.63	0.0837	0.0448	3.3323e-16	1.7843e-16	3.9814e-15
1317.1728	48297.54	0.0513	0.0408	2.0434e-16	1.6237e-16	3.9821e-15
1317.2027	48305.44	0.0629	0.0479	2.5062e-16	1.9083e-16	3.9828e-15
1317.2326	48313.34	0.0275	0.0322	1.0952e-16	1.2823e-16	3.9835e-15
1317.2625	48321.25	0.0269	0.0310	1.0701e-16	1.2338e-16	3.9841e-15
1317.2924	48329.15	0.0533	0.0389	2.1242e-16	1.5511e-16	3.9848e-15
1317.3224	48337.06	0.1170	0.0513	4.6615e-16	2.0450e-16	3.9854e-15
1317.3523	48344.96	0.0029	0.0269	1.1508e-17	1.0714e-16	3.9861e-15
1317.3822	48352.87	0.0071	0.0302	2.8121e-17	1.2028e-16	3.9867e-15
1317.4121	48360.77	0.0462	0.0361	1.8413e-16	1.4399e-16	3.9873e-15
1317.4420	48368.67	0.0836	0.0449	3.3324e-16	1.7894e-16	3.9880e-15
1317.4719	48376.58	0.0516	0.0439	2.0589e-16	1.7506e-16	3.9886e-15
1317.5018	48384.48	0.1607	0.0577	6.4113e-16	2.3031e-16	3.9892e-15
1317.5317	48392.39	0.1286	0.0526	5.1308e-16	2.0982e-16	3.9898e-15
1317.5616	48400.29	0.2496	0.0776	9.9619e-16	3.0982e-16	3.9904e-15
1317.5916	48408.20	0.3313	0.0797	1.3223e-15	3.1803e-16	3.9910e-15
1317.6215	48416.10	0.4653	0.0941	1.8574e-15	3.7556e-16	3.9916e-15
1317.6514	48424.00	0.8233	0.1273	3.2868e-15	5.0835e-16	3.9922e-15
1317.6813	48431.91	0.6618	0.1177	2.6425e-15	4.6985e-16	3.9928e-15
1317.7112	48439.81	0.8330	0.1230	3.3263e-15	4.9131e-16	3.9933e-15
1317.7411	48447.72	0.9942	0.1340	3.9708e-15	5.3529e-16	3.9939e-15
1317.7710	48455.62	0.8449	0.1238	3.3750e-15	4.9467e-16	3.9944e-15
1317.8009	48463.53	0.8757	0.1277	3.4984e-15	5.1000e-16	3.9950e-15
1317.8308	48471.43	1.1629	0.1446	4.6465e-15	5.7788e-16	3.9955e-15
1317.8607	48479.33	0.9316	0.1301	3.7229e-15	5.1971e-16	3.9960e-15
1317.8907	48487.24	0.8393	0.1246	3.3542e-15	4.9794e-16	3.9966e-15
1317.9206	48495.14	1.2140	0.1481	4.8526e-15	5.9195e-16	3.9971e-15
1317.9505	48503.05	1.1244	0.1424	4.4951e-15	5.6910e-16	3.9976e-15
1317.9804	48510.95	1.1085	0.1413	4.4319e-15	5.6489e-16	3.9981e-15
1318.0103	48518.86	1.1648	0.1453	4.6574e-15	5.8081e-16	3.9986e-15
1318.0402	48526.76	0.9791	0.1333	3.9154e-15	5.3316e-16	3.9991e-15
1318.0701	48534.67	0.7291	0.1168	2.9162e-15	4.6700e-16	3.9995e-15
1318.1000	48542.57	0.9188	0.1341	3.6754e-15	5.3646e-16	4.0000e-15
1318.1299	48550.47	0.8343	0.1230	3.3377e-15	4.9194e-16	4.0005e-15
1318.1598	48558.38	1.1440	0.1447	4.5770e-15	5.7875e-16	4.0009e-15
1318.1898	48566.28	1.2410	0.1492	4.9656e-15	5.9690e-16	4.0013e-15
1318.2197	48574.19	1.0412	0.1375	4.1667e-15	5.5015e-16	4.0018e-15
1318.2496	48582.09	1.0447	0.1375	4.1812e-15	5.5034e-16	4.0022e-15
1318.2795	48590.00	1.0132	0.1358	4.0554e-15	5.4370e-16	4.0026e-15
1318.3094	48597.90	1.0714	0.1413	4.2889e-15	5.6578e-16	4.0030e-15
1318.3393	48605.80	0.6983	0.1130	2.7957e-15	4.5241e-16	4.0034e-15
1318.3692	48613.71	1.1843	0.1472	4.7417e-15	5.8934e-16	4.0038e-15
1318.3991	48621.61	1.0241	0.1364	4.1008e-15	5.4619e-16	4.0041e-15
1318.4290	48629.52	0.9327	0.1299	3.7350e-15	5.2036e-16	4.0045e-15
1318.4589	48637.42	1.0710	0.1394	4.2893e-15	5.5821e-16	4.0049e-15
1318.4888	48645.33	0.9747	0.1328	3.9038e-15	5.3199e-16	4.0052e-15
1318.5188	48653.23	0.8241	0.1226	3.3011e-15	4.9109e-16	4.0055e-15
1318.5487	48661.13	0.9825	0.1332	3.9356e-15	5.3348e-16	4.0058e-15
1318.5786	48669.04	0.9723	0.1339	3.8953e-15	5.3626e-16	4.0062e-15
1318.6085	48676.94	0.7809	0.1192	3.1288e-15	4.7762e-16	4.0065e-15
1318.6384	48684.85	0.8441	0.1240	3.3820e-15	4.9693e-16	4.0067e-15
1318.6683	48692.75	0.9388	0.1306	3.7620e-15	5.2348e-16	4.0070e-15
1318.6982	48700.66	1.1518	0.1439	4.6155e-15	5.7662e-16	4.0073e-15
1318.7281	48708.56	1.0511	0.1394	4.2125e-15	5.5880e-16	4.0075e-15
1318.7580	48716.46	1.1757	0.1455	4.7119e-15	5.8307e-16	4.0078e-15
1318.7879	48724.37	0.8000	0.1206	3.2066e-15	4.8332e-16	4.0080e-15
1318.8179	48732.27	0.9734	0.1339	3.9016e-15	5.3679e-16	4.0082e-15
1318.8478	48740.18	1.1247	0.1423	4.5084e-15	5.7058e-16	4.0085e-15
1318.8777	48748.08	0.9059	0.1298	3.6313e-15	5.2018e-16	4.0087e-15
1318.9076	48755.99	1.0513	0.1376	4.2146e-15	5.5147e-16	4.0088e-15
1318.9375	48763.89	0.9151	0.1289	3.6687e-15	5.1658e-16	4.0090e-15
1318.9674	48771.80	1.2281	0.1484	4.9237e-15	5.9481e-16	4.0092e-15
1318.9973	48779.70	0.9555	0.1315	3.8308e-15	5.2733e-16	4.0093e-15
1319.0272	48787.60	0.9397	0.1304	3.7678e-15	5.2302e-16	4.0095e-15
1319.0571	48795.51	0.8498	0.1268	3.4073e-15	5.0841e-16	4.0096e-15
1319.0871	48803.41	0.8565	0.1245	3.4344e-15	4.9930e-16	4.0097e-15
1319.1170	48811.32	0.9464	0.1312	3.7950e-15	5.2617e-16	4.0098e-15
1319.1469	48819.22	1.0515	0.1378	4.2162e-15	5.5244e-16	4.0099e-15
1319.1768	48827.13	1.0188	0.1355	4.0853e-15	5.4342e-16	4.0098e-15
1319.2067	48835.03	0.8016	0.1206	3.2140e-15	4.8356e-16	4.0093e-15
1319.2366	48842.93	0.9531	0.1315	3.8208e-15	5.2697e-16	4.0086e-15
1319.2665	48850.84	0.8992	0.1282	3.6036e-15	5.1368e-16	4.0077e-15
1319.2964	48858.74	0.8952	0.1273	3.5866e-15	5.1004e-16	4.0064e-15
1319.3263	48866.65	0.8117	0.1235	3.2510e-15	4.9463e-16	4.0049e-15
1319.3562	48874.55	0.7934	0.1219	3.1763e-15	4.8787e-16	4.0032e-15
1319.3862	48882.46	0.8979	0.1283	3.5926e-15	5.1316e-16	4.0012e-15
1319.4161	48890.36	0.7564	0.1208	3.0250e-15	4.8305e-16	3.9990e-15
1319.4460	48898.26	0.7649	0.1211	3.0568e-15	4.8401e-16	3.9965e-15
1319.4759	48906.17	0.6500	0.1095	2.5961e-15	4.3731e-16	3.9938e-15
1319.5058	48914.07	0.6751	0.1114	2.6942e-15	4.4451e-16	3.9909e-15
1319.5357	48921.98	0.5570	0.1022	2.2211e-15	4.0737e-16	3.9878e-15
1319.5656	48929.88	0.5637	0.1024	2.2463e-15	4.0821e-16	3.9845e-15
1319.5955	48937.79	0.5555	0.1035	2.2116e-15	4.1200e-16	3.9810e-15
1319.6254	48945.69	0.4844	0.0968	1.9267e-15	3.8484e-16	3.9773e-15
1319.6553	48953.59	0.7258	0.1168	2.8839e-15	4.6404e-16	3.9734e-15
1319.6852	48961.50	0.6501	0.1098	2.5804e-15	4.3599e-16	3.9694e-15
1319.7152	48969.40	0.8127	0.1225	3.2227e-15	4.8592e-16	3.9652e-15
1319.7451	48977.31	0.7102	0.1159	2.8129e-15	4.5901e-16	3.9608e-15
1319.7750	48985.21	0.8193	0.1229	3.2413e-15	4.8603e-16	3.9563e-15
1319.8049	48993.12	0.9578	0.1338	3.7849e-15	5.2854e-16	3.9516e-15
1319.8348	49001.02	0.9058	0.1298	3.5749e-15	5.1220e-16	3.9468e-15
1319.8647	49008.92	0.9288	0.1336	3.6612e-15	5.2677e-16	3.9418e-15
1319.8946	49016.83	0.9329	0.1313	3.6726e-15	5.1698e-16	3.9368e-15
1319.9245	49024.73	1.0172	0.1375	3.9990e-15	5.4070e-16	3.9316e-15
1319.9544	49032.64	1.1955	0.1486	4.6938e-15	5.8334e-16	3.9263e-15
1319.9843	49040.54	1.0475	0.1398	4.1072e-15	5.4806e-16	3.9209e-15
1320.0143	49048.45	0.9540	0.1361	3.7353e-15	5.3283e-16	3.9154e-15
1320.0442	49056.35	0.8055	0.1238	3.1493e-15	4.8404e-16	3.9098e-15
1320.0741	49064.26	1.1137	0.1463	4.3480e-15	5.7098e-16	3.9041e-15
1320.1040	49072.16	1.2059	0.1510	4.7009e-15	5.8880e-16	3.8983e-15
1320.1339	49080.06	0.9784	0.1377	3.8083e-15	5.3614e-16	3.8925e-15
1320.1638	49087.97	1.0451	0.1405	4.0621e-15	5.4612e-16	3.8866e-15
1320.1937	49095.87	0.9089	0.1322	3.5271e-15	5.1289e-16	3.8807e-15
1320.2236	49103.78	0.9254	0.1326	3.5855e-15	5.1380e-16	3.8747e-15
1320.2535	49111.68	0.8034	0.1279	3.1079e-15	4.9464e-16	3.8687e-15
1320.2834	49119.59	1.0423	0.1401	4.0261e-15	5.4097e-16	3.8626e-15
1320.3134	49127.49	0.8945	0.1322	3.4497e-15	5.0974e-16	3.8565e-15
1320.3433	49135.39	1.0214	0.1388	3.9327e-15	5.3455e-16	3.8504e-15
1320.3732	49143.30	1.0360	0.1434	3.9829e-15	5.5142e-16	3.8443e-15
1320.4031	49151.20	0.7609	0.1220	2.9204e-15	4.6844e-16	3.8382e-15
1320.4330	49159.11	0.7857	0.1227	3.0110e-15	4.7032e-16	3.8320e-15
1320.4629	49167.01	1.1936	0.1502	4.5666e-15	5.7481e-16	3.8259e-15
1320.4928	49174.92	0.8972	0.1330	3.4272e-15	5.0807e-16	3.8198e-15
1320.5227	49182.82	0.7989	0.1285	3.0468e-15	4.9009e-16	3.8137e-15
1320.5526	49190.72	0.9112	0.1362	3.4694e-15	5.1858e-16	3.8077e-15
1320.5826	49198.63	0.7687	0.1225	2.9224e-15	4.6579e-16	3.8016e-15
1320.6125	49206.53	0.8335	0.1273	3.1635e-15	4.8334e-16	3.7957e-15
1320.6424	49214.44	1.0101	0.1400	3.8278e-15	5.3074e-16	3.7897e-15
1320.6723	49222.34	0.9959	0.1387	3.7683e-15	5.2467e-16	3.7838e-15
1320.7022	49230.25	0.9159	0.1334	3.4603e-15	5.0411e-16	3.7780e-15
1320.7321	49238.15	1.0802	0.1440	4.0748e-15	5.4339e-16	3.7723e-15
1320.7620	49246.05	0.8961	0.1319	3.3752e-15	4.9685e-16	3.7666e-15
1320.7919	49253.96	0.9095	0.1337	3.4207e-15	5.0270e-16	3.7610e-15
1320.8218	49261.86	1.1059	0.1464	4.1531e-15	5.4964e-16	3.7556e-15
1320.8517	49269.77	0.8770	0.1307	3.2887e-15	4.8996e-16	3.7502e-15
1320.8817	49277.67	0.9447	0.1369	3.5378e-15	5.1251e-16	3.7449e-15
1320.9116	49285.58	1.0690	0.1440	3.9977e-15	5.3870e-16	3.7397e-15
1320.9415	49293.48	1.0792	0.1448	4.0306e-15	5.4085e-16	3.7346e-15
1320.9714	49301.39	0.9943	0.1439	3.7085e-15	5.3667e-16	3.7297e-15
1321.0013	49309.29	1.1832	0.1517	4.4073e-15	5.6492e-16	3.7249e-15
1321.0312	49317.19	1.0067	0.1411	3.7453e-15	5.2499e-16	3.7203e-15
1321.0611	49325.10	1.2460	0.1559	4.6298e-15	5.7941e-16	3.7158e-15
1321.0910	49333.00	0.9734	0.1385	3.6126e-15	5.1407e-16	3.7114e-15
1321.1209	49340.91	1.1540	0.1518	4.2782e-15	5.6260e-16	3.7072e-15
1321.1508	49348.81	0.8462	0.1310	3.1337e-15	4.8519e-16	3.7032e-15
1321.1807	49356.72	0.8812	0.1331	3.2599e-15	4.9238e-16	3.6993e-15
1321.2107	49364.62	0.8138	0.1272	3.0077e-15	4.7019e-16	3.6957e-15
1321.2406	49372.52	1.1654	0.1512	4.3028e-15	5.5842e-16	3.6922e-15
1321.2705	49380.43	1.1182	0.1484	4.1250e-15	5.4737e-16	3.6889e-15
1321.3004	49388.33	0.9307	0.1366	3.4305e-15	5.0344e-16	3.6858e-15
1321.3303	49396.24	1.0975	0.1472	4.0420e-15	5.4215e-16	3.6830e-15
1321.3602	49404.14	0.8623	0.1313	3.1736e-15	4.8318e-16	3.6803e-15
1321.3901	49412.05	0.9614	0.1390	3.5360e-15	5.1133e-16	3.6779e-15
1321.4200	49419.95	1.0771	0.1461	3.9591e-15	5.3708e-16	3.6757e-15
1321.4499	49427.85	1.0170	0.1439	3.7363e-15	5.2856e-16	3.6737e-15
1321.4798	49435.76	0.8902	0.1331	3.2686e-15	4.8878e-16	3.6720e-15
1321.5098	49443.66	0.4777	0.0989	1.7535e-15	3.6317e-16	3.6705e-15
1321.5397	49451.57	0.4323	0.0945	1.5862e-15	3.4676e-16	3.6693e-15
1321.5696	49459.47	0.3125	0.0853	1.1463e-15	3.1299e-16	3.6684e-15
1321.5995	49467.38	0.2954	0.0808	1.0833e-15	2.9651e-16	3.6677e-15
1321.6294	49475.28	0.6306	0.1167	2.3126e-15	4.2780e-16	3.6674e-15
1321.6593	49483.18	0.6123	0.1117	2.2454e-15	4.0971e-16	3.6674e-15
1321.6892	49491.09	0.8624	0.1319	3.1631e-15	4.8379e-16	3.6678e-15
1321.7191	49498.99	1.1088	0.1494	4.0680e-15	5.4803e-16	3.6687e-15
1321.7490	49506.90	1.1325	0.1498	4.1562e-15	5.4977e-16	3.6699e-15
1321.7789	49514.80	1.0779	0.1468	3.9573e-15	5.3910e-16	3.6715e-15
1321.8089	49522.71	0.9796	0.1396	3.5985e-15	5.1277e-16	3.6734e-15
1321.8388	49530.61	0.8661	0.1330	3.1833e-15	4.8876e-16	3.6757e-15
1321.8687	49538.52	0.9970	0.1424	3.6674e-15	5.2377e-16	3.6783e-15
1321.8986	49546.42	0.7737	0.1246	2.8480e-15	4.5874e-16	3.6812e-15
1321.9285	49554.32	0.9734	0.1393	3.5865e-15	5.1313e-16	3.6844e-15
1321.9584	49562.23	1.0516	0.1441	3.8781e-15	5.3139e-16	3.6879e-15
1321.9883	49570.13	1.1544	0.1506	4.2617e-15	5.5616e-16	3.6917e-15
1322.0182	49578.04	0.9183	0.1347	3.3940e-15	4.9787e-16	3.6958e-15
1322.0481	49585.94	0.8199	0.1279	3.0336e-15	4.7316e-16	3.7001e-15
1322.0781	49593.85	0.7353	0.1237	2.7242e-15	4.5826e-16	3.7046e-15
1322.1080	49601.75	0.6949	0.1186	2.5776e-15	4.3983e-16	3.7094e-15
1322.1379	49609.65	0.8772	0.1317	3.2582e-15	4.8934e-16	3.7144e-15
1322.1678	49617.56	0.7347	0.1210	2.7330e-15	4.5005e-16	3.7196e-15
1322.1977	49625.46	0.9750	0.1382	3.6320e-15	5.1491e-16	3.7250e-15
1322.2276	49633.37	0.9502	0.1369	3.5449e-15	5.1083e-16	3.7305e-15
1322.2575	49641.27	1.0557	0.1438	3.9442e-15	5.3722e-16	3.7362e-15
1322.2874	49649.18	0.8524	0.1299	3.1897e-15	4.8607e-16	3.7421e-15
1322.3173	49657.08	1.0044	0.1404	3.7645e-15	5.2639e-16	3.7481e-15
1322.3472	49664.98	1.0169	0.1408	3.8176e-15	5.2862e-16	3.7542e-15
1322.3772	49672.89	1.0137	0.1409	3.8120e-15	5.2983e-16	3.7604e-15
1322.4071	49680.79	0.9296	0.1344	3.5014e-15	5.0614e-16	3.7668e-15
1322.4370	49688.70	0.7457	0.1216	2.8135e-15	4.5870e-16	3.7732e-15
1322.4669	49696.60	0.8981	0.1320	3.3947e-15	4.9878e-16	3.7797e-15
1322.4968	49704.51	1.0370	0.1434	3.9262e-15	5.4291e-16	3.7862e-15
1322.5267	49712.41	1.2298	0.1538	4.6642e-15	5.8339e-16	3.7928e-15
1322.5566	49720.31	0.8868	0.1313	3.3694e-15	4.9890e-16	3.7994e-15
1322.5865	49728.22	0.9579	0.1375	3.6459e-15	5.2350e-16	3.8061e-15
1322.6164	49736.12	1.0303	0.1404	3.9283e-15	5.3520e-16	3.8127e-15
1322.6463	49744.03	1.0798	0.1435	4.1240e-15	5.4809e-16	3.8194e-15
1322.6762	49751.93	0.8928	0.1307	3.4159e-15	5.0020e-16	3.8260e-15
1322.7062	49759.84	1.0778	0.1434	4.1309e-15	5.4976e-16	3.8326e-15
1322.7361	49767.74	0.8625	0.1286	3.3112e-15	4.9386e-16	3.8392e-15
1322.7660	49775.65	0.9024	0.1317	3.4703e-15	5.0629e-16	3.8457e-15
1322.7959	49783.55	0.9651	0.1358	3.7177e-15	5.2323e-16	3.8521e-15
1322.8258	49791.45	0.9850	0.1370	3.8006e-15	5.2844e-16	3.8585e-15
1322.8557	49799.36	0.9167	0.1324	3.5427e-15	5.1169e-16	3.8647e-15
1322.8856	49807.26	0.9619	0.1374	3.7235e-15	5.3195e-16	3.8709e-15
1322.9155	49815.17	0.9772	0.1357	3.7885e-15	5.2603e-16	3.8769e-15
1322.9454	49823.07	1.0046	0.1381	3.9006e-15	5.3636e-16	3.8828e-15
1322.9753	49830.98	1.1900	0.1493	4.6273e-15	5.8063e-16	3.8886e-15
1323.0053	49838.88	1.1029	0.1442	4.2950e-15	5.6142e-16	3.8941e-15
1323.0352	49846.78	0.9839	0.1378	3.8367e-15	5.3738e-16	3.8996e-15
1323.0651	49854.69	1.0786	0.1443	4.2119e-15	5.6338e-16	3.9048e-15
1323.0950	49862.59	0.9038	0.1308	3.5338e-15	5.1148e-16	3.9098e-15
1323.1249	49870.50	0.9799	0.1356	3.8359e-15	5.3097e-16	3.9147e-15
1323.1548	49878.40	1.1833	0.1481	4.6375e-15	5.8052e-16	3.9193e-15
1323.1847	49886.31	1.1167	0.1451	4.3815e-15	5.6916e-16	3.9237e-15
1323.2146	49894.21	1.1544	0.1463	4.5343e-15	5.7483e-16	3.9278e-15
1323.2445	49902.11	0.8488	0.1259	3.3372e-15	4.9486e-16	3.9316e-15
1323.2744	49910.02	0.7984	0.1292	3.1419e-15	5.0856e-16	3.9352e-15
